gene	zscore	p_value_neg
PLA2G15	0.033112391	0.646579862
PHF10	0.03310738	0.443439438
GNG4	0.033046832	0.717479177
CCDC88A	0.033025069	0.790938674
MAPK13	0.032982628	0.256604966
FLVCR2	0.032973686	0.751964218
CFDP1	0.032961956	0.868203885
LDHAL6B	0.032839618	0.799164625
ST18	0.032825301	0.745346206
RAMP2	0.032758265	0.408971914
ASAH1	0.032695263	0.636801199
ZDHHC4	0.032656555	0.672608705
STX8	0.032637625	0.346574819
PTPN1	0.032637503	0.758474264
FAM69A	0.032533145	0.735001637
ZNF382	0.032517583	0.403863536
FMO3	0.03250136	0.588434044
UCK2	0.032484119	0.696029494
BTRC	0.032462286	0.674846891
GHDC	0.032366456	0.754380253
ADGRL3	0.032288787	0.55697102
C11orf53	0.03226936	0.201785437
SEMA3E	0.032141435	0.331046354
RCSD1	0.032126971	0.846741898
SLC25A51	0.03209957	0.555557948
FAM127A	0.031950967	0.425491579
OR9I1	0.031921714	0.706125473
C17orf105	0.031911612	0.513960277
OSBPL9	0.031873519	0.816943394
VIPR1	0.031826982	0.61728526
PRR18	0.03181898	0.763036477
IP6K2	0.031758313	0.610175585
HYKK	0.031696709	0.546041865
MNAT1	0.031651356	0.680177664
KCNE5	0.031636526	0.825078855
ORC4	0.03160059	0.56737053
LIMK1	0.031542665	0.4815426
CCL16	0.031529012	0.564706657
NDUFA3	0.031499582	0.631388084
OR5H14	0.031494476	0.709196351
RNF130	0.031327832	0.614700433
PKP1	0.031267056	0.610792353
TMBIM4	0.031122766	0.707791828
PKDREJ	0.031075443	0.667208368
NGEF	0.031066458	0.467638543
RINL	0.03106603	0.736414045
ADAMTS2	0.031051383	0.550291193
RNF32	0.031048667	0.791891339
MYL1	0.031034626	0.506909609
KCNMB3	0.031021378	0.48540486
HIST1H1C	0.03100972	0.806620618
APELA	0.030926281	0.675356608
GRIA2	0.030922192	0.650896143
PARL	0.030911625	0.522829059
ZHX1-C8orf76	0.030880649	0.498585393
PCDH17	0.03082715	0.586056083
TAF13	0.030738234	0.532384463
TREML1	0.030698804	0.653136383
INPP5A	0.030666131	0.595121188
DDIT3	0.030638393	0.579976457
TNFRSF11B	0.03058343	0.451397177
XCR1	0.030545855	0.45330681
SYCP2	0.030514976	0.376662243
FSIP2	0.030506228	0.765995761
TMEM233	0.030487465	0.70209747
RNF5	0.030479808	0.568600738
TNFRSF10D	0.030455003	0.471348561
OR8K5	0.030383722	0.609580682
ZNF341	0.030359037	0.638661933
ERC1	0.030306062	0.554884428
PPM1F	0.030302085	0.638716683
TRIM11	0.030300461	0.761022649
ZNF614	0.030283348	0.795847025
GABPB1	0.030276984	0.748724871
SPDYA	0.030257195	0.385006573
MSR1	0.030236145	0.540250361
UBE4A	0.030230318	0.5299592
SNX9	0.030206466	0.763482677
TTC9	0.030158693	0.647956949
LNX1	0.030134579	0.726554086
SOX3	0.030110391	0.721397363
DYRK1B	0.030050114	0.738044362
RABGAP1L	0.030026818	0.763102458
GRASP	0.03000564	0.661203323
KLF15	0.029981456	0.518213985
MGAT3	0.029929851	0.606095364
PTGDR2	0.029910491	0.504347028
DHX15	0.029910282	0.571705566
GJB6	0.029846636	0.701238653
NAGA	0.029772283	0.211378771
C16orf95	0.029767787	0.691499288
AP4B1	0.029729098	0.704778494
THNSL2	0.029604606	0.760631284
SLC26A3	0.029557043	0.53463504
MTAP	0.029529782	0.540304284
SLC2A1	0.029529147	0.598654885
MKI67	0.029518781	0.49901228
FOPNL	0.029497417	0.416985611
SRPRB	0.02946378	0.794203302
NUDT7	0.029397969	0.830379674
PDXK	0.029307609	0.706620145
FGF12	0.029295918	0.680618166
INSL4	0.029283103	0.785067118
KLK1	0.02924692	0.331341596
SECISBP2	0.029166487	0.484723034
OR10A2	0.029162755	0.484484578
C6orf106	0.029155095	0.518923979
GNE	0.029107725	0.392830664
MTMR8	0.029054983	0.486479414
DENND4C	0.029053315	0.728035497
WDR45B	0.028991963	0.220597011
PILRB	0.028965662	0.647779189
ITFG3	0.028950094	0.51071633
LOC100996693	0.02891203	0.720172371
KCNA10	0.028876497	0.706904894
CCDC140	0.028796828	0.709758567
CLDN16	0.028623868	0.780211787
ZNF280B	0.028534386	0.70071018
SDF4	0.028511523	0.543862349
TCEAL1	0.028475038	0.539158716
LOC100506388	0.028432336	0.849366539
ORAI3	0.028414491	0.585545021
NOBOX	0.028407709	0.759925122
CYP4F22	0.028329997	0.764151699
POLH	0.028308893	0.856138884
C6orf118	0.028214153	0.688864259
FCAR	0.028208548	0.788175244
ZIM2	0.028207629	0.852191528
C10orf71	0.02819487	0.627834629
LRRC27	0.028148543	0.691853818
GAA	0.028141551	0.60550149
PHACTR4	0.028096888	0.648500275
MLH3	0.028076541	0.489758532
PTPN4	0.028076203	0.502483735
ARMCX4	0.028050799	0.621503598
HSPB11	0.028031674	0.75215663
OR5H6	0.028026508	0.681280791
SPATA3	0.028020414	0.86337298
COX7A2L	0.027952443	0.807857691
MAGI3	0.027815315	0.404068107
CHCHD5	0.027765231	0.620602196
LHCGR	0.027701441	0.671637274
MOXD1	0.027685454	0.627418393
DHRS4L2	0.027593339	0.178485501
SOX2	0.027576077	0.685542182
ASB11	0.027574919	0.667935759
ZMPSTE24	0.027532359	0.627739622
DPF3	0.027529755	0.753388734
TBX15	0.027469339	0.221704283
SPINK7	0.027456049	0.675123349
C19orf48	0.027381567	0.577450781
ZNF799	0.02734813	0.778058386
INPP4B	0.027340859	0.489745547
PXMP4	0.027307147	0.611751185
FAM134C	0.027290247	0.143327546
CLIC6	0.027281954	0.592208098
OR7G1	0.027176102	0.68167711
OR5H15	0.027141743	0.766298381
NPR1	0.027138797	0.673700276
CCDC107	0.027115583	0.711628624
SLC27A1	0.027113259	0.54465241
OR4C12	0.027108703	0.738709515
WDR88	0.027088698	0.559038978
PLXNA1	0.027062342	0.565903052
GPLD1	0.027059217	0.502777852
LOC100130357	0.027057228	0.773338203
ACSF3	0.027053777	0.591253276
MZF1	0.027051462	0.745724993
MME	0.026991653	0.780316496
EPN3	0.026967853	0.704314473
NEK4	0.026877996	0.737994763
GPR1	0.026846119	0.665810828
RIPPLY1	0.026818804	0.471292762
POLR1E	0.02680203	0.556417804
HSPA6	0.026798474	0.586187754
MDGA1	0.026764047	0.744461059
FAXC	0.02675521	0.828379738
SPATA31A6	0.026727987	0.589062536
IFNW1	0.026726999	0.737890394
ACER2	0.026723888	0.540892066
CS	0.026703705	0.719370319
GPR174	0.026695208	0.8783284
CLLU1OS	0.026691855	0.667292273
TOX2	0.026688086	0.641815663
NUDT16L1	0.026666494	0.721370939
KLC1	0.026566667	0.384193473
PYGO1	0.026549878	0.717121014
GTF2H3	0.026452861	0.223395126
MAB21L1	0.026444183	0.811439891
MCPH1	0.026442931	0.646306011
C22orf39	0.026308997	0.667514229
CHRNA1	0.026289288	0.828092394
GCK	0.026287846	0.832576539
NRCAM	0.026263163	0.637307507
P2RX7	0.026176545	0.798389607
CBFB	0.026160089	0.763059155
SURF2	0.026123567	0.7552505
CREBZF	0.026123423	0.71551955
STIM2	0.026105321	0.713861452
OR51B2	0.026066534	0.697605084
LENG8	0.025992594	0.671547994
CFAP45	0.025941401	0.21992752
ATE1	0.025910761	0.716570258
TMCO3	0.025909066	0.4823025
TRIP6	0.025874085	0.512587301
CAPN2	0.025870476	0.661884798
SMPD1	0.025853802	0.758442396
NKAIN3	0.025773758	0.238887781
LACE1	0.025757331	0.169496391
GPR143	0.025720057	0.747694721
CD28	0.025696997	0.211362922
CNTRL	0.025679012	0.852340736
DNAJC12	0.025676405	0.784505018
CPNE3	0.02565635	0.315500816
ARMC1	0.025617187	0.588011071
PXDN	0.025536053	0.754377406
LRP1B	0.025528286	0.64138572
MON1B	0.025519855	0.855096611
SLC17A2	0.025513704	0.356387879
MCAM	0.025506204	0.756308228
MCCC2	0.025491833	0.797247984
RWDD2A	0.025454169	0.74824382
C11orf52	0.025377531	0.715174514
APEX1	0.025368647	0.866851209
ARMC12	0.025352698	0.735672666
C7orf76	0.025319047	0.703750007
PDE9A	0.02529035	0.729201554
DYNLT3	0.02523945	0.720041732
FGG	0.02517896	0.760526294
TMEM199	0.025165475	0.911049204
HRH1	0.025131255	0.707130524
PCDH11Y	0.025125122	0.180434056
CDC42SE2	0.025110777	0.558327171
RPE65	0.025068042	0.540535344
C9	0.02505159	0.820181782
EIF2B4	0.025051348	0.583769113
SEC14L6	0.025038722	0.320394942
ANKIB1	0.024999677	0.80266163
CPEB3	0.02498066	0.331564933
NME8	0.02490852	0.399847791
C7orf49	0.024828459	0.594487474
PANK3	0.024772555	0.67282789
PSAPL1	0.024768675	0.807156307
B3GALNT1	0.024725629	0.276240294
C2orf47	0.024638312	0.228502488
MRC1	0.024637654	0.582042491
OR8K1	0.024550513	0.856913488
COX7B2	0.024524705	0.597462008
OR10X1	0.024504776	0.738971358
GRPR	0.02447902	0.620626248
HTN3	0.024460079	0.738942306
LDLR	0.02444096	0.650639611
WIPI1	0.02442914	0.456599172
RAB40C	0.0243994	0.189485663
WNT5B	0.024378824	0.464118044
SPINK8	0.024354727	0.812149328
ENO4	0.0242993	0.754156565
SFXN2	0.024259538	0.590415434
FSIP1	0.024178607	0.39660766
BLOC1S5	0.024137384	0.721391896
TMEM42	0.02413345	0.661221889
TMEM102	0.024117856	0.817500223
POM121L12	0.024111533	0.680720635
ODF2L	0.024088483	0.670594004
CCNYL1	0.024083127	0.456302689
R3HDML	0.023940301	0.538429155
MNS1	0.023938545	0.695187863
KPNA1	0.023917901	0.71025779
CHD1	0.02389393	0.625945059
MYOZ3	0.023891912	0.548184139
GATA1	0.02389132	0.735408715
LIMCH1	0.023876605	0.835621518
TST	0.023838638	0.511207305
STAM2	0.023815814	0.73517384
MARCKS	0.023759622	0.710547039
TNFRSF10B	0.023716068	0.524573584
OR6S1	0.023660884	0.752424093
OR13D1	0.023657561	0.75523429
SMAD3	0.023547677	0.711383176
CASP3	0.023438899	0.368532631
ZFAND6	0.023410799	0.445318125
GSTCD	0.023363003	0.437424384
DUSP13	0.023264232	0.288267237
DIS3L	0.023245356	0.699691503
ZNF587	0.023133158	0.702314738
SRRD	0.023054863	0.717285207
CGNL1	0.023024807	0.454804553
KBTBD3	0.023018679	0.675267477
CLINT1	0.022889375	0.648601975
PRX	0.022833688	0.313616823
DEFA1	0.022821627	0.76848434
ANKRA2	0.022796967	0.45260929
PPP3R2	0.022782099	0.37700525
IGSF9	0.022709731	0.765126835
HHLA1	0.022693191	0.797576613
TLX3	0.022690508	0.794646365
PARP12	0.022669219	0.919532753
ASF1A	0.022617004	0.855847412
DEFB113	0.022611849	0.577432289
PPP2CB	0.022401907	0.526929858
GALNT15	0.022316002	0.509072684
MAFB	0.022228147	0.813239203
FKBP1B	0.022198546	0.362600558
USP1	0.022195605	0.623437524
IL25	0.022159811	0.463292122
CACNA1A	0.022106876	0.644273231
ACPT	0.021978146	0.758073028
ZFHX3	0.021949813	0.549628129
CENPV	0.021934532	0.475836955
BATF2	0.021905873	0.581802086
URGCP	0.02184721	0.666834158
TBX1	0.021840077	0.725963599
CCNT1	0.021793154	0.748182393
PAX6	0.021766917	0.504444025
CEL	0.021660107	0.727336621
MRLN	0.021590794	0.740988089
NT5M	0.021570329	0.317193268
INMT	0.02143137	0.792057075
MFI2	0.021371038	0.531081712
ACY3	0.021352179	0.690954336
GRAMD1B	0.021305374	0.599087984
BCKDHB	0.021280527	0.602983553
TUBGCP6	0.021249233	0.328977458
FGA	0.021168549	0.672671398
ADAMTS8	0.021050933	0.758265437
BCL3	0.02092629	0.340203138
ZBTB41	0.020920088	0.696067623
HIST1H4A	0.020854496	0.718526555
CDKL2	0.020843675	0.753978422
RAB5B	0.02083733	0.344280791
PREX1	0.020825494	0.682944888
KIR2DL3	0.020814021	0.660402859
SREK1IP1	0.020705599	0.634988443
MEIS2	0.020592883	0.684267792
EIF4EBP2	0.020570213	0.603354426
RPL26L1	0.020509622	0.711802257
ZNF155	0.020465599	0.138650618
RPS23	0.020452771	0.75384392
CBR1	0.020447353	0.58145053
CLTCL1	0.020380468	0.709680999
TACC2	0.020357415	0.837659295
DYX1C1	0.020356754	0.818990359
DUOX2	0.020337843	0.707592904
DIP2A	0.020266602	0.624007986
PTPRO	0.020198433	0.32846399
STARD4	0.02019587	0.678179503
STAT5B	0.020156634	0.184462777
BTNL3	0.020121693	0.480773217
TMEM213	0.020110764	0.750509906
PEAR1	0.020068795	0.787096884
HIST1H2AC	0.01996665	0.926093945
TMCC1	0.019936984	0.72962264
REG3A	0.019852355	0.665155843
LENG1	0.019764555	0.585873154
KIAA1161	0.019721151	0.575595547
TNFRSF25	0.019569727	0.645416359
SEH1L	0.019543411	0.73147231
SURF4	0.019532152	0.804767682
ELOVL1	0.019497637	0.822043602
PEPD	0.019487134	0.566612047
IQCE	0.019451146	0.658282009
PSMB9	0.019403666	0.76710819
FHIT	0.019336441	0.474642694
ALX1	0.019303546	0.683157757
TRIM64B	0.019286608	0.749827359
PIH1D3	0.019217071	0.791510883
GNLY	0.019203636	0.710518658
PTPDC1	0.019121555	0.581601141
TRIM65	0.019072068	0.712074233
LDHD	0.018974795	0.700716017
FKBP14	0.018912483	0.777379871
HEATR6	0.018890167	0.76820407
CSF1	0.018850985	0.72913474
CHMP4A	0.018839438	0.730921419
CMYA5	0.018831473	0.553761664
EBP	0.018810555	0.86807912
SLC9A2	0.018808924	0.131820979
MS4A2	0.018789919	0.577079313
BHLHE40	0.018749991	0.313538295
CYP4A22	0.018739847	0.613006088
PRDM16	0.018731236	0.773033346
GSTK1	0.018699199	0.762469095
VSIG10L	0.018697377	0.751257079
SNX5	0.018679086	0.652953774
HERC3	0.018662807	0.776254898
UBAP2	0.01864186	0.652981393
FAM216B	0.018641539	0.537798825
CTNNBL1	0.018634176	0.47042565
ARHGAP18	0.018599175	0.723710812
BARX1	0.01858218	0.5305372
ZNF730	0.018537908	0.680068126
TBC1D8B	0.01848923	0.760257816
ZNF615	0.018482114	0.382478248
ZNF704	0.018473141	0.776358749
SOWAHD	0.018471686	0.274102468
TCAP	0.018372535	0.553640728
ZBTB47	0.018359968	0.807406721
RBBP9	0.018241423	0.540008245
PRDX6	0.018224064	0.706990489
DCDC2	0.018209652	0.799965774
C20orf197	0.018205511	0.83473361
PGA3	0.018197701	0.78674172
BAHD1	0.018193636	0.464139146
ZNF844	0.01811627	0.534945578
CDR2	0.018074807	0.694638851
UNC13D	0.018012993	0.723436283
KLF5	0.017982075	0.581321814
RIMKLB	0.017972572	0.67718003
OR10G8	0.017893321	0.642074637
MYCT1	0.01785664	0.677973261
LELP1	0.017852312	0.734779407
OR6N1	0.017800737	0.407837276
AKTIP	0.017724629	0.805626789
DOCK10	0.017722899	0.226867697
NCF2	0.017716101	0.776169663
ATXN7L1	0.017659356	0.571110849
ERBB3	0.017649234	0.753181519
BDKRB2	0.017638504	0.7049723
TMEM33	0.01760289	0.743532014
FDFT1	0.017542262	0.873383534
EFCAB14	0.017533496	0.456733944
UGT1A1	0.017522935	0.722797767
FOXP3	0.017475438	0.865716212
AKAP9	0.017432156	0.690373138
RELB	0.017397612	0.806627123
DLK2	0.017332992	0.747011176
LSM4	0.017307878	0.728316425
ABHD17A	0.017267072	0.843947205
SLCO1B3	0.017252209	0.386063234
ERICH6B	0.017243466	0.835619912
RIN3	0.017096656	0.620236335
SEC23A	0.017064419	0.21275321
MLN	0.017036427	0.755248715
VTCN1	0.017025504	0.733361272
CYP1A2	0.016901153	0.453204708
SNAPC2	0.016863719	0.730538532
GATA5	0.016812619	0.296729254
PCDHAC1	0.016730846	0.766488354
MS4A1	0.016653218	0.706652142
RAB4A	0.016602024	0.71157138
RALYL	0.016532334	0.561486298
MPHOSPH8	0.016487881	0.413077236
C16orf54	0.016412348	0.748780202
APOBEC4	0.016363035	0.604885039
SERPING1	0.01634089	0.794433245
MDH1B	0.016338878	0.813294892
FAM71C	0.01631393	0.729085981
BECN1	0.016282315	0.932400194
BOLA2B	0.016276146	0.862112106
PGRMC1	0.016275966	0.792288999
GDF5	0.016266188	0.88708125
RGP1	0.016264616	0.849984315
CABP7	0.016257073	0.557902557
TMC8	0.016252619	0.708737293
GDPD1	0.016203044	0.608076305
ZNF816-ZNF321P	0.016181013	0.723535198
CYP2A13	0.01606901	0.726202587
CECR1	0.016061989	0.351931853
CUTA	0.016012909	0.660853656
C19orf45	0.015962219	0.509477212
SKAP1	0.015932932	0.804911793
RFX5	0.015928621	0.870846148
PID1	0.015927833	0.776286117
ZBTB37	0.015829154	0.710436341
MYOF	0.015774965	0.671494862
FRMPD3	0.015760436	0.780785008
STEAP1B	0.015748384	0.79257246
NKX3-2	0.015689762	0.678169749
MS4A15	0.01567024	0.789307694
ZNF497	0.015631089	0.90164976
ZNF469	0.015615348	0.683630973
SFMBT2	0.015609255	0.4674835
NEFH	0.015583084	0.450918057
LDHC	0.015451729	0.60966634
RCN2	0.015438638	0.401123577
ZNF37A	0.015421133	0.739115055
SIGLEC6	0.015410646	0.83900559
BSG	0.015373434	0.76888649
TPST2	0.015324359	0.751125046
IGFL3	0.01516143	0.758388734
GNG3	0.015150864	0.771022253
WDR20	0.015141905	0.496187194
RNF186	0.015104603	0.688047901
NMRK2	0.015092141	0.699962703
SGCB	0.015054637	0.77823484
AS3MT	0.015052189	0.580789082
AMMECR1L	0.01503408	0.615279101
LOXHD1	0.015020124	0.71333704
DIABLO	0.014986794	0.655038422
PHLDB2	0.014985324	0.803104709
GPBP1L1	0.014968622	0.829668232
PBX1	0.014909901	0.499111973
OR4N2	0.014906593	0.724494
AFF1	0.014642048	0.638315356
CRTC1	0.014529913	0.873508062
CNGA2	0.014511884	0.754650553
VN1R1	0.014464974	0.48910925
JAGN1	0.014423576	0.575080461
ZNF225	0.014414601	0.773884874
ATG13	0.014385163	0.602277687
CLMP	0.014372637	0.62429957
TMEM37	0.014296335	0.875635178
DEFB110	0.014189203	0.691308594
NEBL	0.014160878	0.871581518
ZNF670	0.01409318	0.527407018
YPEL4	0.014078386	0.650223623
SPEG	0.014076275	0.644248789
CCSER2	0.013996831	0.801101384
OR13H1	0.013935264	0.700748175
PELI1	0.013930729	0.699058329
GABRB3	0.013895597	0.301481356
ILVBL	0.013806252	0.686107708
USP4	0.013767384	0.470906057
TNK1	0.013719094	0.629290825
PNMAL2	0.013699564	0.671123178
TBC1D8	0.013674972	0.714876541
AGRN	0.013599095	0.759822354
TBX22	0.013517951	0.771525414
DFNB31	0.013495864	0.750226698
PCDHGA2	0.013468024	0.312247487
ITGB1BP2	0.013450035	0.644787535
DHX32	0.013428136	0.435822387
CFP	0.013385822	0.737884994
C11orf63	0.013371579	0.745474034
CD276	0.013349788	0.394398305
LRRC39	0.013267765	0.615442032
CT45A1	0.013167084	0.773527249
C8G	0.013127763	0.636026533
ANKHD1-EIF4EBP3	0.013120229	0.757789885
PAFAH2	0.013109369	0.696132978
ANKRD39	0.013054139	0.717782217
USP51	0.013028525	0.67851257
KCNH5	0.013014653	0.199243723
ERBB4	0.012995284	0.616643946
NUAK2	0.012983575	0.792535994
DIO2	0.012943128	0.816894498
NGFRAP1	0.012903729	0.870773721
KNCN	0.012843459	0.73845046
SH3PXD2B	0.012619147	0.641931922
OR6F1	0.012604611	0.690800613
SNX20	0.012574517	0.807672879
NRP1	0.012494071	0.632108952
KATNA1	0.01249096	0.810978716
TBX4	0.012452983	0.741445229
SSR2	0.012451749	0.679151052
ZFP30	0.012441473	0.387506721
USP54	0.012425197	0.760274891
MYADML2	0.012317674	0.680948452
ARHGAP24	0.012240272	0.725870439
RASAL1	0.012169827	0.624040682
SENP5	0.012114564	0.739029987
FBXO45	0.012067569	0.710186249
PECAM1	0.012059238	0.732910666
APC2	0.01199954	0.675994513
CDH9	0.011985544	0.529412839
RBL1	0.011975215	0.467034829
DAG1	0.011941413	0.722901334
AADACL2	0.011892194	0.558014896
ARHGAP19	0.011835861	0.618907529
F5	0.01170251	0.750847177
HIST1H2AB	0.011698879	0.803857144
IZUMO2	0.011657766	0.54084152
BBS7	0.011636839	0.552221391
THSD1	0.011582305	0.765425389
NME7	0.011573107	0.673538257
CES3	0.011532806	0.30043916
ROBO4	0.011521822	0.744191119
LOC102724279	0.011502602	0.752860612
C5orf46	0.011494219	0.832111419
WAC	0.011448814	0.630810954
DNPEP	0.0113965	0.201438028
BACE1	0.011374634	0.676916501
UBE2L6	0.011364588	0.753495268
SPNS3	0.011338129	0.771746046
C14orf177	0.011336948	0.353945753
HOXA6	0.011291906	0.587740494
GSTM3	0.011287735	0.695910484
PSMB2	0.011250774	0.619220546
XKRX	0.011250598	0.50830457
ONECUT1	0.011194702	0.764153127
TNS2	0.0111424	0.619283087
LAMA1	0.011129853	0.800310877
LCN10	0.011104385	0.598622808
AP4M1	0.011036263	0.210082686
NCAN	0.010997431	0.565908202
ZNF480	0.010987756	0.540643477
AUP1	0.01092917	0.86776641
LHFPL1	0.010915567	0.654287044
MCIDAS	0.010908899	0.389585016
C2CD3	0.010870372	0.758996623
CCDC30	0.010848167	0.797477627
OR10H5	0.010847188	0.448258098
CES2	0.010816008	0.752666924
NXF5	0.010770573	0.422616896
CTDSP1	0.010691777	0.824139552
C3orf58	0.010669638	0.525912069
C9orf156	0.010669092	0.685248114
RHBDL3	0.010645439	0.759123824
TRIM62	0.01058807	0.663266047
PLN	0.010566071	0.74698824
OTUB2	0.010537153	0.612475007
RIOK3	0.010528083	0.829730439
LOC102724957	0.010519401	0.579148129
ACVR2A	0.010436755	0.514382709
PLEKHH3	0.010362105	0.878188785
TNMD	0.010227459	0.17345324
TAS2R8	0.010156564	0.698990758
PCDHB14	0.010046539	0.316032024
MIF4GD	0.010044818	0.183887805
SLC25A2	0.010040549	0.718167879
MYL6	0.009944956	0.530040845
DYNLT1	0.009924807	0.687258071
ORMDL2	0.009886153	0.521234165
ZNF564	0.009857569	0.491428019
ADRBK2	0.009820364	0.619620734
CDC23	0.009798326	0.882554598
GRM6	0.009722262	0.681056664
DNAJC15	0.00971951	0.758405264
FTHL17	0.009718663	0.765754814
MST1L	0.009715389	0.823034199
NXF3	0.009702582	0.669198397
MPST	0.009691319	0.747927654
CHST1	0.009690399	0.652994712
CD164L2	0.009670013	0.743776306
GPS2	0.009643038	0.876160208
TAS2R46	0.009637362	0.600723057
ASCL1	0.009624345	0.709755836
TRAM1L1	0.009603852	0.66122934
HOXC6	0.009518558	0.42779225
KRTAP20-3	0.009500316	0.633298475
GAS2L3	0.009453652	0.540024338
NMUR2	0.009373946	0.657864168
PALM	0.009267019	0.655695715
CDK5RAP1	0.009217982	0.593598404
TNP1	0.009215782	0.699661375
PAPSS1	0.009170658	0.814287101
DEFB136	0.009140921	0.582293419
TNFSF12	0.009122569	0.580647763
NCOR2	0.009120234	0.837829268
ARSE	0.009117612	0.344879272
TMEM156	0.009069124	0.769390156
FGF7	0.009036405	0.775265901
MADD	0.00902933	0.703750942
CCDC22	0.008964031	0.639993549
VAMP1	0.008959229	0.577352637
SLC46A3	0.008957948	0.760181493
BOD1L2	0.008938724	0.679689289
PRDM10	0.008927553	0.663525385
STK39	0.008866376	0.710678331
CCDC153	0.008849704	0.841287704
NASP	0.00880927	0.4532843
BCHE	0.008770789	0.605783291
DLGAP2	0.008755803	0.700282292
STRN	0.008750626	0.402601027
TIMP4	0.008691817	0.712223722
LRIG2	0.008629463	0.677066169
HLA-DQA2	0.008626176	0.819016145
XPR1	0.00853881	0.660817578
KIAA1522	0.008502957	0.368710311
PSMA2	0.008413287	0.816835324
CMTM1	0.008410502	0.727281831
