Gene	WT_ExpRank	KO1_ExpRank	KO2_ExpRank	WT2_D14_2	KO1_D14_2	KO2_D14_2
OR7E87P	27238	30371	30812	0	0	0
OR7E8P	27107	30321	30775	0	0	0
OR7E91P	27610	25129	27882	0	0.096172934	0
OR7E99P	30184	25334	27968	0	0.090325285	0
OR8A1	27385	30432	30857	0	0	0
OR8B8	27413	30443	30866	0	0	0
OR8C1P	28583	30937	31253	0	0	0
OR8L1P	30577	22855	27037	0	0.174401651	0
OR8S1	27418	26626	24798	0	0.053774782	0.044760763
OR9A3P	29630	22520	26925	0	0.189713997	0
OR9A4	30849	25820	28183	0	0.076180941	0
ORAI1	4376	5119	6376	14.10997134	12.15128806	8.363850341
ORAI2	12624	12400	11472	1.888272652	1.984520851	2.515917111
ORAI3	6713	9311	8143	8.168113878	4.633902752	5.667638691
ORAOV1	12132	12866	11709	2.175404567	1.759441382	2.343222935
ORAOV1P1	30222	31643	31843	0	0	0
ORC1	11489	8408	10024	2.578204397	5.749089328	3.660717669
ORC2	8441	7254	8918	5.54211376	7.467382827	4.807185221
ORC3	3440	5286	4236	18.31174565	11.68267935	13.80365467
ORC4	6548	8919	9255	8.475984685	5.109925522	4.441416093
ORC5	7840	8467	7586	6.36728781	5.673396376	6.464877654
ORC6	2619	1150	1892	23.82580501	53.13126327	30.3056562
ORM1	23056	13033	6703	0.12253378	1.672152513	7.829197292
ORM2	22893	12398	7240	0.12935927	1.985958322	6.979592092
ORMDL1	2063	2694	3302	29.94782384	23.98558962	17.8975233
ORMDL2	9772	8727	8872	4.031174219	5.344164876	4.852742353
ORMDL3	4931	3246	2994	12.31276056	20.11323539	19.77896596
OS9	1112	995	727	52.61911553	60.87042988	71.84981407
OSBP	5961	4610	3824	9.736371268	13.70355209	15.35436342
OSBP2	5918	12422	12794	9.840517016	1.974827003	1.73185635
OSBPL10	15612	7387	9580	0.854683468	7.245714706	4.108491773
OSBPL10-AS1	28928	25669	24244	0	0.080182735	0.066742073
OSBPL11	8701	6031	6707	5.206013954	9.856114365	7.822784355
OSBPL1A	8008	8416	8725	6.118913588	5.734730722	5.013115092
OSBPL2	7254	6122	6123	7.2259315	9.638160943	8.818263656
OSBPL3	11662	9665	10478	2.459964291	4.24364097	3.256029804
OSBPL5	9805	9988	8746	3.996128978	3.902853398	4.984208776
OSBPL6	16680	11533	12564	0.647687164	2.537016441	1.83926445
OSBPL7	10129	10381	9967	3.694374848	3.518940251	3.713992451
OSBPL8	3637	4074	4449	17.28079065	15.79388871	13.01470419
OSBPL9	1200	1093	1051	49.33866028	56.21056436	52.41306314
OSBPL9P2	22209	29330	30082	0.158984335	0	0
OSBPL9P4	23411	23842	19788	0.108494871	0.138803539	0.308097444
OSCAR	25110	20403	21250	0.051039712	0.304723764	0.217409421
OSCP1	7642	12115	11197	6.64080948	2.163322607	2.684672265
OSER1	3384	3489	3389	18.53486928	18.63837092	17.46352329
OSER1-AS1	8460	12265	11042	5.503228155	2.060659507	2.795206992
OSGEP	8137	6221	7310	5.930680824	9.455130853	6.866192191
OSGEPL1	6531	10112	9480	8.505538845	3.77744257	4.216149772
OSGEPL1-AS1	15989	18217	17332	0.77256942	0.494195569	0.548474459
OSGIN1	15444	20604	18818	0.892314961	0.292714945	0.389837582
OSGIN2	8908	8941	9179	4.956934673	5.07703874	4.517976197
OSM	26358	30074	30589	0	0	0
OSMR	24082	15066	14067	0.084937785	0.990064757	1.246207208
OSMR-AS1	30063	31576	31785	0	0	0
OSR1	10772	10100	10798	3.142007477	3.790045634	2.995407569
OSR2	21265	9733	11935	0.203881457	4.173390678	2.200088812
OST4	207	231	227	250.1660434	212.0877396	201.7994243
OSTC	640	404	311	87.48653318	132.5043337	148.3757893
OSTCP4	21026	17630	25859	0.217716271	0.557073131	0
OSTCP8	28310	19540	15166	0	0.372212919	0.929461752
OSTF1	3139	2472	2231	20.043868	26.24698215	26.02634915
OSTM1	7414	9234	9469	6.981627267	4.725411227	4.22565311
OSTM1-AS1	28126	24488	27623	0	0.116349073	0
OSTN	23088	24110	24843	0.12139003	0.129417529	0.043089546
OTC	26298	15481	12925	0	0.897919357	1.670670615
OTOA	26153	30046	30567	0.018574917	0	0
OTOF	24598	26463	24483	0.067294666	0.057395879	0.057329847
OTOG	25788	25886	23279	0.032628308	0.074210158	0.10809864
OTOGL	6788	21973	20538	8.036294138	0.216773959	0.257767343
OTOL1	27195	26434	16469	0	0.058174537	0.677922103
OTOP3	27208	27472	29019	0	0.033156472	0
OTOR	26539	24335	27562	0	0.121444653	0
OTP	27008	27951	29301	0	0.018706901	0
OTUB1	1860	2635	3007	32.96116402	24.53662135	19.68493249
OTUB2	13023	13161	13101	1.693694706	1.614506806	1.591430297
OTUD1	8962	10059	9497	4.890150996	3.830352767	4.203817288
OTUD3	12431	7954	9524	2.008329589	6.398230197	4.172516336
OTUD4	6009	9074	8025	9.616799081	4.925247426	5.863644127
OTUD4P1	18465	22515	19685	0.4135615	0.189930565	0.31618676
OTUD5	4236	2707	2156	14.69733948	23.90345648	26.83731526
OTUD6A	27380	30430	30855	0	0	0
OTUD6B	8697	10693	11338	5.209938918	3.229484862	2.587083264
OTUD6B-AS1	5699	9722	9450	10.34274598	4.186741881	4.246761219
OTUD7A	25143	26339	24650	0.050092313	0.06103418	0.050803302
OTUD7B	10016	7940	8185	3.797993994	6.412921926	5.627125097
OTULIN	10314	7466	8271	3.543359987	7.132263012	5.517455137
OTX1	23239	26808	28660	0.114816821	0.048963854	0
OTX2	9283	15165	19060	4.529076117	0.965716605	0.367468792
OTX2-AS1	29955	27719	22752	0	0.026757667	0.133634417
OVAAL	15338	28405	29560	0.918920895	0	0
OVCH1	20908	24786	27748	0.224280021	0.106271829	0
OVCH1-AS1	30807	22234	26830	0	0.203397524	0
OVCH2	22328	15192	16594	0.1536014	0.960719646	0.654282524
OVGP1	12998	12944	13902	1.704273602	1.714480746	1.302995439
OVOL1	24120	10087	13671	0.083104421	3.803897639	1.376638181
OVOL1-AS1	30603	15116	21485	0	0.977263877	0.20336241
OVOL2	22748	6709	10189	0.135092644	8.449542591	3.516592361
OVOL3	22515	29388	30122	0.145360491	0	0
OVOS2	24342	21770	25162	0.076022517	0.226939639	0.026985542
OXA1L	467	1301	941	115.8217339	47.78301102	57.50911627
OXCT1	1398	7133	9775	42.91928965	7.673353642	3.90825673
OXCT1-AS1	14937	26845	28683	1.016009263	0.048142122	0
OXCT2	21085	19633	21066	0.213779483	0.364666685	0.227654467
OXCT2P1	29508	21972	23659	0	0.216922001	0.090280183
OXER1	24991	13574	13607	0.054796005	1.448807423	1.400458662
OXGR1	24222	9560	5856	0.079882792	4.360469779	9.357418986
OXLD1	1296	4114	2620	45.83979129	15.63877363	22.59951061
OXNAD1	6734	10225	10633	8.137625307	3.658833629	3.115264954
OXR1	3775	8211	7357	16.64076687	6.043162272	6.783696352
OXSM	11145	11056	12026	2.817097262	2.925042005	2.144881807
OXSR1	4400	4308	4320	14.0304699	14.81819678	13.44561175
OXT	26372	10653	10471	0	3.262336765	3.258583553
OXTR	17958	11806	13906	0.469787769	2.365942397	1.302312349
P2RX1	16626	27818	29219	0.656445693	0.023328544	0
P2RX2	27321	21829	26724	0	0.22410988	0
P2RX3	19164	22106	22626	0.344653319	0.209968671	0.139818073
P2RX4	8063	5818	3804	6.031886572	10.32572512	15.42824976
P2RX5	25544	29945	24531	0.039218693	0	0.055685485
P2RX5-TAX1BP3	24133	22060	21742	0.082798718	0.211858033	0.188101597
P2RX6	9576	18076	15221	4.22383447	0.508331698	0.919831303
P2RX7	24208	26066	24493	0.080310325	0.068496984	0.057015151
P2RY1	11089	13589	16003	2.862778546	1.442807847	0.759579401
P2RY10	26325	30065	30580	0	0	0
P2RY11	14565	16863	16533	1.106439407	0.653321368	0.664654368
P2RY12	20056	17148	14794	0.276621921	0.613422937	1.021195356
P2RY13	21126	17240	19884	0.211883177	0.602386586	0.30084678
P2RY14	19584	16013	19328	0.312395731	0.799330556	0.344992387
P2RY2	19796	10355	11618	0.296464709	3.539982447	2.405380825
P2RY4	24787	12403	15456	0.061190018	1.983189664	0.868819329
P2RY6	25459	4423	4318	0.041399359	14.37103655	13.46102055
P3H1	4256	1492	1028	14.61509491	41.52164076	53.29153791
P3H2	2182	2744	4064	28.51535675	23.64469099	14.42235672
P3H2-AS1	8671	16643	18903	5.239584959	0.687517252	0.381514603
P3H3	10198	2763	2688	3.642864975	23.4565526	22.04094074
P3H4	1858	3301	2159	32.9914496	19.7956531	26.78199602
P4HA1	751	236	269	76.46583589	207.3161072	173.4856062
P4HA2	6697	3759	2436	8.197281925	17.24918126	24.23899071
P4HA3	20757	18507	18855	0.232784939	0.463267393	0.385612015
P4HB	521	159	151	106.2054879	331.8794047	312.4412539
P4HTM	3774	6239	5394	16.64735503	9.424662635	10.45979985
PA2G4	2040	3189	3575	30.29581831	20.44104338	16.50972108
PA2G4P1	29531	31360	23115	0	0	0.115794148
PA2G4P2	22133	22148	21003	0.162697063	0.208147425	0.231008842
PA2G4P4	17137	16153	16317	0.578118734	0.774839511	0.703589167
PAAF1	2271	5388	5712	27.50129927	11.44193356	9.692045134
PABPC1	754	288	265	75.53569975	175.7835975	176.8250655
PABPC1L	10172	10313	10921	3.664295702	3.57987979	2.885204187
PABPC1L2A	27285	30395	30829	0	0	0
PABPC1L2B	27246	27290	28915	0	0.037882326	0
PABPC1P1	16587	17547	18036	0.66238974	0.564954754	0.470253993
PABPC1P11	28523	30913	31235	0	0	0
PABPC1P3	16740	12760	13300	0.638887921	1.816366539	1.511897391
PABPC1P4	30670	25382	21181	0	0.088782911	0.221701923
PABPC1P7	30174	24685	27702	0	0.110039137	0
PABPC3	20314	18470	22161	0.259253397	0.466805128	0.163602836
PABPC4	6267	2648	2536	9.021736701	24.40881222	23.323326
PABPC4L	10307	7877	8322	3.552537447	6.497608413	5.464490326
PABPC5	7904	13741	12296	6.270228594	1.386493125	1.978425728
PABPC5-AS1	11908	22364	19530	2.311300693	0.197131724	0.328174884
PABPN1	1412	3657	2360	42.73501043	17.75999233	24.86507369
PABPN1L	18022	19253	23239	0.462625562	0.394575119	0.109478104
PACERR	20696	19152	17695	0.236740022	0.403832949	0.50421044
PACRG	12740	20761	19959	1.835595863	0.284652139	0.296171516
PACRG-AS3	25758	25467	28028	0.033575521	0.085910073	0
PACRGL	8627	9936	10341	5.295931994	3.94785986	3.374911781
PACS1	7857	5313	5169	6.341800341	11.6112038	11.02555705
PACS2	3118	4065	3583	20.21450108	15.82066229	16.47908585
PACSIN1	12275	18985	19455	2.096647323	0.419688641	0.334149553
PACSIN2	3491	1130	1340	18.0031945	54.1033004	40.94626164
PACSIN3	2817	2720	2664	22.38351769	23.83774936	22.26449945
PADI1	17647	24080	21260	0.509331014	0.130323114	0.216955302
PADI2	18280	11986	9285	0.431674659	2.245879548	4.413040793
PADI3	26673	17232	21994	0	0.603013083	0.174585315
PADI4	26790	27595	29086	0	0.029924312	0
PADI6	25473	29928	24453	0.040981886	0	0.058188992
PAF1	2957	2995	3416	21.16366465	21.81764653	17.31122512
PAFAH1B1	2630	2782	2615	23.74609437	23.28780681	22.64599283
PAFAH1B2	2946	2372	2840	21.23599732	27.33353288	20.71738805
PAFAH1B3	2007	2523	3569	30.78322049	25.67490321	16.54150195
PAFAH2	9685	8619	8847	4.117239781	5.467442834	4.883957716
PAG1	11984	11510	13806	2.262383365	2.549545812	1.328779646
PAGE4	26375	4355	5397	0	14.61265482	10.45608667
PAGR1	9219	9424	10013	4.592672831	4.504674544	3.668064182
PAH	27014	5024	9190	0	12.40303506	4.50873196
PAICS	592	784	960	93.46072074	74.15048009	56.59478733
PAICSP1	17236	19896	18174	0.561940926	0.342343982	0.455933501
PAICSP4	22277	20029	19484	0.155809727	0.332226787	0.331844571
PAICSP7	28906	31081	31378	0	0	0
PAIP1	931	1663	1807	62.81094817	37.42782881	31.69397665
PAIP1P1	22141	20900	23124	0.162426127	0.277067735	0.115312074
PAIP2	2803	5367	4723	22.46117639	11.50308176	12.1597249
PAIP2B	5920	11996	12772	9.839179425	2.240484508	1.743536937
PAK1	5260	3079	3897	11.43260259	21.15538486	15.06927957
PAK1IP1	6961	7421	8162	7.737563281	7.203567633	5.647908085
PAK2	5053	3653	3779	11.97709679	17.7952906	15.51339051
PAK3	15313	16359	16962	0.921740362	0.738510084	0.594887461
PAK4	3322	2373	2371	18.91504856	27.3144759	24.78238544
PAK5	23527	25995	25113	0.103608338	0.070694359	0.029422095
PAK6	22071	14708	16929	0.165254519	1.080587639	0.59963581
PALB2	8653	9468	9062	5.257367645	4.465948297	4.635389992
PALD1	10105	10123	15824	3.720811872	3.760499545	0.793987834
PALLD	1719	5292	3964	35.05286007	11.67348864	14.76744302
PALM	5504	8494	5530	10.81548291	5.644255557	10.09748422
PALM2	12788	23182	20866	1.812091699	0.161742555	0.239342927
PALM2-AKAP2	18007	28070	29362	0.464404673	0.010156219	0
PALM3	25387	19131	16827	0.043234437	0.405622989	0.613873231
PALMD	15600	11558	9635	0.857638515	2.526941907	4.040669653
PAM	1474	2096	1747	41.11875429	30.77764235	32.48994236
PAM16	18012	21785	18035	0.463830316	0.226058662	0.470413726
PAMR1	13573	1149	1684	1.457079313	53.21449264	33.51560765
PAN2	4226	7299	5819	14.74415321	7.391959013	9.429412132
PAN3	5204	4129	4308	11.58526399	15.59804766	13.51215536
PAN3-AS1	9901	14158	13234	3.90147557	1.232438333	1.538775567
PANCR	30116	10067	9018	0	3.822496161	4.688892899
PANK1	7586	8572	8843	6.724877407	5.5459725	4.885689827
PANK2	8953	9043	8577	4.905052431	4.958762366	5.162216232
PANK3	2279	2364	3108	27.41033844	27.42297696	19.03383284
PANK4	4492	6571	6113	13.73637324	8.719310176	8.831944793
PANO1	18002	21370	20731	0.464738007	0.24773552	0.247450508
PANX1	4940	4080	3322	12.28033193	15.77110849	17.78722118
PANX2	10561	14725	11704	3.337641061	1.077871732	2.346504934
PANX3	24872	29823	23839	0.058651166	0	0.08327709
PAOX	9499	10254	8760	4.303098055	3.631898352	4.964248381
PAPD4	4375	4086	4743	14.11413132	15.75044474	12.10460104
PAPD5	7516	8338	9107	6.805352728	5.854205278	4.596022984
PAPD7	10201	8726	8320	3.6408662	5.348857207	5.466377214
PAPLN	22837	13331	13353	0.131318599	1.540029388	1.491643767
PAPOLA	2030	1348	1275	30.53858488	45.90610265	42.98238992
PAPOLB	22696	29420	30146	0.13734366	0	0
PAPOLG	6237	7346	7241	9.077961	7.315715999	6.977792632
PAPPA	19581	8185	4901	0.31248289	6.093894799	11.72768425
PAPPA2	15029	2290	3250	0.992901202	28.25119612	18.17488126
PAPPA-AS2	28285	22738	18982	0	0.179675135	0.373892551
PAPSS1	2371	1143	911	26.33948467	53.58534066	59.65432117
PAPSS2	11802	3925	5995	2.373685358	16.44159989	9.055626122
PAQR3	5619	6456	7229	10.52334874	8.975404563	6.994032991
PAQR4	15215	14382	15822	0.94390538	1.162865202	0.794206744
PAQR5	16454	19558	18676	0.685231744	0.37061845	0.403414431
PAQR6	6481	9509	6505	8.602419806	4.416823207	8.142884306
PAQR7	10271	5807	6050	3.581779544	10.3513599	8.952451475
PAQR8	1840	438	659	33.38034316	124.9862977	77.31226754
PAQR9	16891	22275	24237	0.614331182	0.201525164	0.067097772
PAQR9-AS1	21424	29188	30001	0.195520683	0	0
PARD3	2882	4795	4203	21.783084	13.04081503	13.93897981
PARD3-AS1	9574	20892	15209	4.226598534	0.277298625	0.92326534
PARD3B	13768	9162	10423	1.372559097	4.803746561	3.306336475
PARD6A	14358	13823	16986	1.169106549	1.353255276	0.592850175
PARD6B	6694	2053	3430	8.200369553	31.3590567	17.2452357
PARD6G	9570	9213	9011	4.2306828	4.752000614	4.694013165
PARD6G-AS1	11142	11455	12214	2.820215565	2.58691025	2.039947969
PARG	4772	5347	6142	12.84225007	11.53737531	8.782873049
PARGP1	6748	9500	10687	8.113748982	4.427785588	3.075381552
PARK2	9036	20640	19022	4.79952986	0.29117212	0.370674781
PARK7	492	612	559	113.0743968	93.90531943	87.50613187
PARL	2189	3249	2140	28.413524	20.08637476	27.02721187
PARM1	5088	412	555	11.88670241	130.9863883	87.99471252
PARN	5437	3992	5137	10.97524018	16.14692329	11.09779115
PARP1	797	1481	1508	72.60034961	41.77520491	36.8749952
PARP10	15990	16458	16021	0.772059809	0.721206375	0.756917495
PARP11	13359	11338	11832	1.54795387	2.680927597	2.265177312
PARP12	17264	15021	15408	0.557000002	1.002920154	0.878742392
PARP14	18582	8879	7405	0.40043759	5.164419528	6.719460361
PARP15	24114	22770	24432	0.083436176	0.177907587	0.059234303
PARP16	6507	8164	8022	8.560306319	6.114236868	5.867704495
PARP1P1	24685	26578	23629	0.0644872	0.05500138	0.091563505
PARP2	6904	6806	6855	7.827801302	8.301296418	7.586065532
PARP3	7316	15599	12527	7.136845554	0.879239543	1.857790013
PARP4	3700	3413	3131	16.97930774	19.13054669	18.86414385
PARP4P1	22972	29469	24427	0.125908205	0	0.059591136
PARP4P2	23969	29648	30297	0.088535754	0	0
PARP6	6174	4655	4785	9.242406844	13.52948937	12.00617226
PARP8	4368	5935	4990	14.14802837	10.0441313	11.45695391
PARP9	17969	9734	8543	0.468505022	4.170717837	5.197005441
PARPBP	12636	10010	9324	1.88295153	3.881110099	4.366795527
PARS2	7356	8150	9667	7.070904551	6.137227564	4.015908941
PART1	25865	27075	28810	0.030023668	0.042678836	0
PARVA	7423	2743	2801	6.965515189	23.64618293	21.1213011
PARVB	3666	4667	7412	17.14676199	13.47260628	6.711877772
PARVG	26170	27566	29068	0.018045678	0.030782456	0
PASD1	20500	29032	29912	0.247948876	0	0
PASK	11554	11137	13598	2.533826998	2.859518531	1.403983409
PATE1	26994	26592	28561	0	0.054658073	0
PATE2	24862	29818	30416	0.059005983	0	0
PATE3	24425	29738	30363	0.07317096	0	0
PATE4	29474	25418	24085	0	0.087155147	0.072545731
PATJ	6803	3557	3759	8.004370201	18.31279789	15.58061921
PATL1	9589	7949	9221	4.211437359	6.403935678	4.476230923
PATL2	22986	27364	23041	0.125368752	0.035642497	0.118671638
PATZ1	5147	5097	5342	11.72808685	12.1948768	10.59959581
PAUPAR	32609	32646	32650	0	0	0
PAWR	3759	2627	2901	16.73900409	24.63133473	20.24131933
PAWRP1	21897	18727	17819	0.172937747	0.442497806	0.491098585
PAX1	17313	21614	26663	0.550861358	0.234915884	0
PAX2	26161	30048	30569	0.018316787	0	0
PAX3	17920	26873	24928	0.474292654	0.047591297	0.039613787
PAX4	26410	25618	28098	0	0.08135901	0
PAX5	26254	27268	25272	0.01126162	0.038420315	0.015990047
PAX6	22447	21958	20550	0.148960014	0.217797546	0.256826292
PAX7	25287	28046	29349	0.046416667	0.013196318	0
PAX8	25999	27102	23351	0.024667903	0.042078699	0.105075722
PAX8-AS1	27369	23680	24412	0	0.14505595	0.060370445
PAX9	16969	20799	24853	0.602637561	0.28269554	0.04278338
PAXBP1	3889	5207	4585	16.139981	11.90811201	12.58717039
PAXBP1-AS1	18497	23101	18603	0.410427504	0.164731856	0.411355845
PAXIP1	11739	11375	11231	2.416896744	2.654027416	2.659553248
PAXIP1-AS1	8304	10017	10850	5.709476444	3.873572811	2.947898203
PAXIP1-AS2	23886	20983	21641	0.091113395	0.271988376	0.194053901
PBDC1	9176	5079	6954	4.652387186	12.25219029	7.417026999
PBK	7166	6943	6719	7.349936204	8.003547992	7.810562236
PBLD	11090	9853	4527	2.86241788	4.028255888	12.75162878
PBOV1	30512	31768	31949	0	0	0
PBRM1	4926	4712	5268	12.32942945	13.32668086	10.76921649
PBX1	2661	4820	4364	23.56074688	12.96731957	13.30572266
PBX2	1379	2500	1723	43.51927536	26.0292827	32.80249667
PBX2P1	16476	18635	17432	0.680489925	0.451416366	0.536782174
PBX3	990	10625	7848	58.92342818	3.289553975	6.109378649
PBX4	13311	21543	15428	1.570461701	0.239188003	0.876013692
PBXIP1	954	3592	2234	61.27861085	18.11052821	26.02059925
PC	8932	5196	6206	4.934064603	11.93680175	8.657277423
PCA3	28216	30787	31133	0	0	0
PCAT1	18003	16726	14907	0.464682655	0.673760356	0.989684142
PCAT14	10379	2276	6547	3.489490556	28.41790872	8.071246336
PCAT18	31495	32188	32286	0	0	0
PCAT19	25985	27871	29254	0.025183808	0.021479367	0
PCAT29	31060	27611	29095	0	0.02968936	0
PCAT4	30263	31660	31858	0	0	0
PCAT5	24142	27816	29217	0.082495255	0.023453506	0
PCAT6	5393	9259	9023	11.10622978	4.689379228	4.68398425
PCAT7	6498	11042	12420	8.569132388	2.937789051	1.908558842
PCBD1	882	1577	2049	65.64269732	39.43334059	28.17187967
PCBD2	15652	14562	15827	0.844475232	1.115235358	0.792917447
PCBP1	2922	4975	3743	21.47038442	12.55691887	15.67809068
PCBP1-AS1	13523	15306	14981	1.477611083	0.937434904	0.971495619
PCBP2	3110	3673	2942	20.25072427	17.69148134	19.9838183
PCBP2-OT1	15713	15764	15114	0.827987175	0.847432131	0.940507986
PCBP2P1	21329	29168	22581	0.199870675	0	0.141895288
PCBP3	17200	24891	24477	0.566604336	0.103555503	0.057464648
PCBP3-OT1	26112	30036	30559	0.020303266	0	0
PCBP4	1419	2859	3456	42.47882554	22.66435253	17.10085743
PCCA	4026	8713	7797	15.54600026	5.367560663	6.176478055
PCCA-AS1	22911	20052	15244	0.128846617	0.329681324	0.91472788
PCCB	5329	6342	6091	11.27080604	9.210402601	8.888416144
PCDH1	20598	11360	12773	0.241704072	2.664096588	1.74234214
PCDH10	17321	8937	6897	0.548771364	5.08285013	7.518447394
PCDH11X	23460	16194	18086	0.106196752	0.765775674	0.466064855
PCDH11Y	21122	15737	15292	0.212141529	0.855335353	0.903640817
PCDH12	20136	18768	20427	0.271969606	0.439510589	0.26421594
PCDH15	23290	20681	24145	0.11275941	0.288518801	0.07004542
PCDH17	11695	4614	7224	2.443781401	13.69428594	7.000583347
PCDH18	10873	6301	4128	3.049041433	9.295544197	14.18518746
PCDH19	23403	26292	28405	0.108763722	0.061843331	0
PCDH7	2487	2562	2700	25.24055279	25.33869216	21.95804911
PCDH8	20480	19673	21239	0.249356846	0.359915619	0.217879726
PCDH8P1	28169	26375	22413	0	0.060021347	0.149880737
PCDH9	9234	6631	6956	4.580279596	8.600004654	7.415754546
PCDH9-AS2	19846	18182	21421	0.292026615	0.498141243	0.207320061
PCDHA1	18495	26770	28643	0.410805189	0.050053903	0
PCDHA10	15915	15230	15192	0.786804746	0.952114694	0.926193512
PCDHA11	14102	12395	14896	1.258039495	1.98701244	0.992363224
PCDHA12	14839	11990	11911	1.038007262	2.243829241	2.210754621
PCDHA13	21328	24392	20144	0.19991164	0.119353784	0.283848742
PCDHA2	14246	17440	17926	1.209334881	0.577609964	0.480787869
PCDHA3	14373	18817	18816	1.164268125	0.435138669	0.390059794
PCDHA4	10630	10556	11953	3.278962157	3.360141392	2.18887543
PCDHA5	20240	20331	21753	0.264103948	0.309725998	0.187496769
PCDHA6	19920	20747	19676	0.286451951	0.285035297	0.316341526
PCDHA7	13784	17229	16936	1.365921167	0.604073768	0.59859008
