Gene	TriageRank_WT	TriageRank_KO1	TriageRank_KO2	WT2_D14_DS	KO1_D14_DS	KO2_D14_DS
PI4K2B	14037	12067	11658	0.000140311	0.000222792	0.000217527
DOLPP1	12590	11198	11659	0.000191216	0.000256891	0.000217491
ZMPSTE24	13235	11510	11660	0.000168073	0.00024496	0.000217475
FAN1	9822	12056	11661	0.000299188	0.000223261	0.000217423
CLHC1	8423	11761	11662	0.000375769	0.000234297	0.000217389
ADCY3	13504	10105	11663	0.000158569	0.000304826	0.000217385
DENR	11640	11696	11664	0.000225282	0.000236978	0.00021736
MMP23B	11093	14007	11665	0.000245889	0.000151179	0.000217338
MAP3K14	14171	10206	11666	0.000136098	0.000299222	0.000217291
TMEM55B	12234	12195	11667	0.000203568	0.000217828	0.00021723
CNEP1R1	13195	12024	11668	0.000168956	0.000224443	0.000217192
SSNA1	12039	12012	11669	0.000210008	0.000224948	0.000217186
UBL5	11252	11921	11670	0.000240704	0.000228459	0.000217142
MMS22L	13084	11310	11671	0.000172833	0.00025281	0.000217124
COA3	11281	12162	11672	0.000239571	0.000219135	0.000217071
CLASRP	13508	12237	11673	0.000158278	0.000216408	0.000217014
TCTN1	9929	12251	11674	0.000293724	0.00021588	0.000217
TBRG1	12743	11790	11675	0.000185488	0.000233195	0.000216987
TRIM22	16945	15706	11676	2.88E-05	8.90E-05	0.000216932
PMVK	11040	13324	11677	0.00024784	0.000175958	0.000216873
PAFAH1B3	10706	11410	11678	0.000261822	0.000248559	0.000216832
CFAP70	4589	8633	11679	0.001118368	0.000388124	0.00021662
FCHSD1	14807	12711	11680	0.00011154	0.00019928	0.000216568
ATP5D	10501	12246	11681	0.000269544	0.000216035	0.000216537
GKAP1	7989	12457	11682	0.000405326	0.000208308	0.000216481
COMMD8	11526	11353	11683	0.000229809	0.000251251	0.000216464
RAPH1	15388	13657	11684	8.79E-05	0.000163877	0.000216438
PPT2-EGFL8	13511	12125	11685	0.00015818	0.000220448	0.000216432
CRYZL1	11005	13256	11686	0.000249274	0.000178502	0.000216404
ARMC6	11134	11553	11687	0.000244232	0.000242978	0.000216399
MORF4L2-AS1	5381	8990	11688	0.000814737	0.000365347	0.000216385
PUM3	11075	11690	11689	0.000246887	0.000237315	0.000216381
ICE2	11321	12640	11690	0.000237936	0.000201543	0.00021632
MSRB1	11794	12841	11691	0.000219829	0.000193706	0.000216312
CHEK1	11344	11420	11692	0.000236987	0.000248177	0.000216276
IMMP1L	10639	12835	11693	0.000264439	0.000193946	0.000216237
LYST	9950	13497	11694	0.00029287	0.000169218	0.000216216
POLR2A	12443	12146	11695	0.000196542	0.000219697	0.000216126
MRPS18B	11159	11959	11696	0.000243694	0.000227155	0.000216102
DNTTIP1	12237	12827	11697	0.000203421	0.000194429	0.000216066
PAAF1	9701	11879	11698	0.000305454	0.000229876	0.000216055
FRMD8	12782	11799	11699	0.000184145	0.000233003	0.000216051
OAZ2	10822	12217	11700	0.000257215	0.000217026	0.000216007
ZNF473	12254	11558	11701	0.000202913	0.00024287	0.000215944
PGAP2	13065	11734	11702	0.000173452	0.000235686	0.000215925
ABL2	13556	11922	11703	0.000156867	0.000228452	0.000215898
FRA10AC1	12100	12602	11704	0.000208172	0.000202873	0.000215873
UTP6	11923	11998	11705	0.000214156	0.000225581	0.000215872
IPP	11673	12731	11706	0.00022409	0.000198438	0.000215827
DDX19B	12152	12453	11707	0.000206674	0.000208378	0.000215808
POLR1A	11379	10466	11708	0.000235763	0.000287635	0.000215763
GGA3	12398	11948	11709	0.000197991	0.000227311	0.000215714
PCDHGB8P	12191	9860	11710	0.000205164	0.000317068	0.000215682
CENPH	10771	12053	11711	0.000259076	0.000223339	0.000215678
ACPT	14063	11708	11712	0.000139447	0.000236684	0.000215628
CACNB4	11590	6598	11713	0.000227446	0.000615417	0.000215618
C8orf58	13379	11424	11714	0.000163202	0.000248069	0.000215529
SLC35C2	13385	12614	11715	0.000163042	0.000202375	0.00021551
DDHD1	12001	12071	11716	0.00021156	0.000222589	0.000215494
ARIH1	11586	12446	11717	0.000227555	0.000208629	0.000215481
THOC5	12732	11485	11718	0.000185884	0.00024588	0.000215476
MOK	7140	14816	11719	0.000483775	0.000122277	0.000215445
SMARCD1	12996	12199	11720	0.000175603	0.000217593	0.000215436
TADA3	11110	12212	11721	0.000245119	0.000217129	0.000215431
ECM2	17199	14025	11722	2.17E-05	0.000150676	0.000215428
MCEE	11118	12854	11723	0.000244886	0.00019314	0.000215415
KNSTRN	11999	12597	11724	0.000211673	0.000202999	0.000215402
TRAPPC10	12387	11532	11725	0.000198291	0.000243673	0.000215392
PMPCB	11002	12152	11726	0.000249361	0.000219392	0.000215365
PPAT	10809	11950	11727	0.000257661	0.000227293	0.000215336
SNRPE	11602	11901	11728	0.000226734	0.000228911	0.000215325
ZFHX2	13834	12044	11729	0.000147326	0.000223707	0.00021532
GABPB1	10724	11932	11730	0.000261255	0.000228011	0.000215314
ASB7	12476	12008	11731	0.000195669	0.000225175	0.000215272
RMND5B	11642	11683	11732	0.000225222	0.000237533	0.000215254
CHRNB2	12452	9220	11733	0.000196254	0.000351379	0.000215239
MRPS11	10710	11853	11734	0.000261782	0.000230868	0.000215217
PIGM	10548	12054	11735	0.000267866	0.000223336	0.000215176
SLIT2-IT1	13967	14607	11736	0.000142573	0.000130664	0.00021517
CHCHD5	11499	12606	11737	0.000230652	0.00020278	0.000215082
ZFP28	9914	11749	11738	0.000294615	0.000234814	0.000215008
MAGIX	12131	12950	11739	0.000207263	0.000189754	0.000214975
MORC2	12050	12643	11740	0.000209628	0.000201443	0.000214914
ZNF418	8923	11804	11741	0.00034438	0.000232714	0.000214776
ZFAND2A	13891	12482	11742	0.000145315	0.000207516	0.000214775
DNAJB12	12244	12272	11743	0.000203221	0.000214974	0.000214693
MIR3681HG	13699	6563	11744	0.000151918	0.000623015	0.000214591
NDUFS1	10411	12260	11745	0.000273348	0.000215357	0.000214537
ROPN1B	9859	19055	11746	0.000297193	0	0.000214439
SLC25A33	9899	10971	11747	0.000295367	0.000265493	0.000214426
ZFYVE1	12069	12249	11748	0.000209078	0.000215902	0.000214393
OIP5-AS1	10861	12081	11749	0.000255641	0.00022202	0.000214391
SMPD1	12444	11775	11750	0.000196464	0.00023365	0.000214353
MIR3648-1	8654	15741	11751	0.000360212	8.75E-05	0.000214319
MPHOSPH9	10091	12556	11752	0.000286857	0.000204939	0.000214278
CR1	13722	19131	11753	0.000151245	0	0.000214277
SI	19970	13624	11754	0	0.00016473	0.000214231
CROT	12764	11827	11755	0.000184845	0.000232017	0.000214222
QTRT1	10052	11728	11756	0.000288808	0.000236094	0.00021422
MINCR	9756	13134	11757	0.000302447	0.000182703	0.00021421
NAA15	11417	11938	11758	0.000234394	0.000227774	0.000214188
LYRM1	10364	11498	11759	0.000274846	0.000245335	0.000214175
HDHD3	13343	11880	11760	0.000164295	0.000229873	0.000214135
CSNK1G1	11766	11777	11761	0.00022103	0.000233577	0.000214114
FZR1	13025	12154	11762	0.000174635	0.00021935	0.000214108
CBARP	8104	11345	11763	0.000398079	0.000251701	0.000214107
KATNAL1	9807	12688	11764	0.000299814	0.000200011	0.000214106
NIT2	12042	12023	11765	0.000209946	0.000224527	0.000214042
C16orf52	9682	12624	11766	0.000306259	0.000201957	0.000214023
SLF2	10060	10825	11767	0.000288572	0.000272373	0.000214008
MRPL4	11552	12364	11768	0.000228886	0.000211338	0.000213996
ANKRD26	10719	12616	11769	0.000261505	0.000202358	0.000213964
RAPGEF3	12098	14499	11770	0.000208197	0.000134787	0.00021388
ZNF862	10069	12035	11771	0.00028813	0.0002241	0.000213856
OSBP	12846	12533	11772	0.000181638	0.0002057	0.000213843
MFAP3	11697	12228	11773	0.000223211	0.000216716	0.000213808
BAP1	12038	12173	11774	0.000210014	0.000218779	0.000213805
ACOT2	10604	12401	11775	0.000265759	0.000210288	0.000213767
ABCC6P1	15785	10614	11776	6.97E-05	0.000280996	0.000213756
DDX39A	11941	11397	11777	0.000213727	0.000249234	0.000213756
C17orf53	11429	11573	11778	0.000233786	0.000242192	0.000213739
BTF3L4	10704	12130	11779	0.000261885	0.000220326	0.000213676
DCUN1D1	10832	12355	11780	0.000256763	0.000211586	0.000213658
SLC30A6	12279	12165	11781	0.000201905	0.000219003	0.000213626
ZDHHC18	13106	11660	11782	0.000172107	0.000238423	0.000213623
SLTM	11852	11707	11783	0.000217745	0.000236693	0.000213613
LINC01370	19341	16446	11784	0	6.07E-05	0.000213599
CCDC130	11773	11452	11785	0.000220664	0.000246758	0.00021359
RAB35	11748	11770	11786	0.00022152	0.000233851	0.000213569
UGT2B4	17732	16739	11787	1.04E-05	4.93E-05	0.000213567
PHLPP2	13123	11891	11788	0.000171487	0.000229397	0.000213558
LST1	14866	16754	11789	0.000109089	4.88E-05	0.000213537
LINC01508	3616	18933	11790	0.001822774	0	0.00021353
DNAAF5	10187	12245	11791	0.000282715	0.00021605	0.00021347
C2orf76	9757	11713	11792	0.00030244	0.000236626	0.00021346
SUPV3L1	11038	12652	11793	0.000247898	0.000201054	0.000213444
SZT2	12826	11736	11794	0.000182439	0.00023566	0.00021344
TTC19	11148	12075	11795	0.000243928	0.00022232	0.000213413
UCK1	11315	12565	11796	0.000238094	0.000204427	0.0002134
ABHD18	9931	11898	11797	0.000293495	0.000229059	0.000213335
AGBL5	11546	12789	11798	0.000229186	0.000195954	0.000213312
SAFB2	11634	11864	11799	0.00022561	0.000230603	0.000213305
NDUFB3	10910	12057	11800	0.000252993	0.00022326	0.000213241
IAH1	11519	12359	11801	0.000230127	0.000211493	0.000213214
POLR3G	12406	10555	11802	0.000197748	0.000283803	0.000213212
RARRES3	19873	13220	11803	0	0.000179911	0.00021319
VHL	12842	12105	11804	0.000181744	0.000221111	0.000213182
PEX13	11973	12268	11805	0.000212817	0.000215164	0.000213109
RRP1	11843	11460	11806	0.000218144	0.000246577	0.000213035
FAM8A1	11939	12503	11807	0.000213763	0.000206952	0.000213024
NKTR	12347	12270	11808	0.000199505	0.000215129	0.000213006
PSTK	10618	12555	11809	0.000265149	0.000204958	0.000213002
ZNF826P	15237	10795	11810	9.41E-05	0.000273389	0.00021277
CPOX	13254	11629	11811	0.000167629	0.000239656	0.000212751
GDAP2	13358	12267	11812	0.000163788	0.000215233	0.000212743
PGLS	11800	12262	11813	0.000219736	0.00021532	0.000212718
ALG11	12852	12718	11814	0.000181426	0.000198987	0.000212629
SGK3	16070	11577	11815	5.87E-05	0.000242077	0.000212611
TELO2	12109	12040	11816	0.000207923	0.000223951	0.000212611
SETD4	12720	11837	11817	0.00018631	0.000231458	0.000212603
NUDT5	10396	12089	11818	0.000273964	0.000221734	0.000212493
ORMDL3	12853	12308	11819	0.000181286	0.000213582	0.000212464
ERCC1	10385	12578	11820	0.000274315	0.00020386	0.000212349
EDRF1	11498	11754	11821	0.000230703	0.000234577	0.000212325
ZNF444	11591	12153	11822	0.000227435	0.000219355	0.000212324
BPIFB6	13718	19130	11823	0.000151283	0	0.000212306
C19orf25	11441	11789	11824	0.000233364	0.000233208	0.000212185
CTPS1	11994	11308	11825	0.000211925	0.000252881	0.000212153
CDK2AP1	11671	11925	11826	0.00022415	0.000228229	0.00021206
LATS1	13192	11912	11827	0.000169027	0.000228709	0.000212046
GUSB	13523	12486	11828	0.000157841	0.000207461	0.000212041
VPS36	11652	12222	11829	0.000224974	0.000216883	0.000212017
MTUS2-AS1	8037	7500	11830	0.000402143	0.000482874	0.000211976
RECQL	12599	11377	11831	0.000191001	0.000250273	0.000211961
RAB22A	14308	11930	11832	0.000130377	0.000228045	0.000211954
ZDHHC24	13094	11587	11833	0.000172434	0.00024171	0.000211804
VSIG10	13780	10373	11834	0.000149197	0.000291877	0.000211775
SNORA11	9344	12518	11835	0.000321377	0.00020629	0.000211748
HSD3BP4	18982	15308	11836	0	0.000104346	0.000211706
METTL21A	11098	12531	11837	0.00024562	0.000205791	0.000211695
ZNF101	12263	12387	11838	0.000202412	0.000210591	0.000211679
ADAMTSL1	3510	14032	11839	0.001963279	0.000150398	0.000211678
PELP1	11774	11956	11840	0.000220645	0.00022717	0.000211633
IMPDH2	12218	12290	11841	0.000203928	0.000214306	0.000211615
ZNF592	13670	11425	11842	0.000153155	0.000247977	0.000211587
ECI1	11025	11997	11843	0.000248551	0.00022566	0.000211548
NFKBIB	11859	11016	11844	0.000217505	0.000263956	0.000211412
TMOD2	8629	10844	11845	0.000362196	0.000271484	0.000211288
DRAM2	12409	12659	11846	0.000197624	0.000200809	0.000211263
DLEU7	12687	7060	11847	0.000187497	0.000537959	0.000211255
FBXL3	13311	12295	11848	0.000165698	0.000214114	0.000211251
PPCDC	10799	12282	11849	0.000257956	0.000214636	0.000211234
ANP32E	10434	12354	11850	0.00027231	0.000211604	0.000211214
HIST1H4K	9963	11559	11851	0.000292353	0.000242815	0.000211151
FXN	9780	10602	11852	0.000301414	0.000281412	0.000211147
TBK1	11894	12227	11853	0.000215973	0.000216724	0.000211131
FAM228B	11104	15149	11854	0.000245323	0.000110089	0.000211095
ZNF10	8139	11008	11855	0.000395719	0.000264061	0.000211044
RNF167	12166	11964	11856	0.000206059	0.00022674	0.000211033
RPL14	11871	12216	11857	0.000217069	0.000217047	0.000210994
SYNRG	12644	12637	11858	0.00018891	0.000201637	0.00021098
FAM179B	9784	12345	11859	0.000301235	0.000211935	0.000210883
ZNF816	11892	11756	11860	0.000216084	0.000234514	0.00021084
ANGPTL6	15858	14776	11861	6.68E-05	0.000124238	0.000210804
C1orf228	8129	14309	11862	0.000396208	0.000141635	0.000210783
TAMM41	11095	12127	11863	0.000245844	0.000220386	0.000210751
HP	17943	14435	11864	6.58E-06	0.000137275	0.000210732
AAMP	11617	12133	11865	0.000226205	0.000220187	0.000210714
HCG23	18935	12179	11866	0	0.000218535	0.000210691
TMEM151B	13793	11325	11867	0.000148902	0.000252432	0.000210643
NOL11	10721	11883	11868	0.000261333	0.000229761	0.000210628
HIC2	13665	11856	11869	0.000153205	0.000230793	0.000210591
SHMT1	13063	10933	11870	0.000173494	0.000267314	0.000210537
MIR1199	9051	11664	11871	0.000337653	0.000238229	0.000210531
G2E3	12177	12051	11872	0.000205659	0.000223487	0.000210505
SRSF4	12189	12022	11873	0.00020521	0.000224539	0.000210489
EGFR-AS1	18732	11488	11874	0	0.000245789	0.000210393
POLD3	11288	12017	11875	0.000239342	0.000224764	0.000210388
TAPBP	13977	12465	11876	0.00014236	0.000208136	0.000210262
GTF2A2	11974	12049	11877	0.000212725	0.000223548	0.000210209
GCC2	12596	12569	11878	0.000191082	0.000204224	0.000210196
CFAP57	16231	9442	11879	5.27E-05	0.000338747	0.000210188
LINC00640	16187	16820	11880	5.42E-05	4.65E-05	0.000209993
ITGB3BP	12573	12719	11881	0.000191893	0.00019896	0.000209979
PFAS	10665	11871	11882	0.000263344	0.000230182	0.00020996
SPRYD7	11478	11795	11883	0.000231429	0.000233124	0.000209937
UBN1	12878	12091	11884	0.000180213	0.000221662	0.000209895
RBP3	16030	13700	11885	6.03E-05	0.000161949	0.00020989
NAPA	11036	10525	11886	0.000247991	0.000285059	0.000209833
MEA1	11693	12134	11887	0.000223296	0.000220131	0.000209831
SLC4A7	9671	11482	11888	0.000306504	0.000245908	0.000209768
APOL2	14641	13787	11889	0.000117775	0.00015913	0.000209768
PAIP2	10830	12538	11890	0.000256793	0.000205573	0.000209738
MSL2	12562	12373	11891	0.000192174	0.000211141	0.000209718
RPL13AP5	11719	12406	11892	0.000222328	0.000210083	0.000209707
FASTK	12286	12508	11893	0.000201748	0.000206791	0.000209643
KEAP1	10917	11968	11894	0.000252712	0.000226636	0.000209638
PCNT	11698	11671	11895	0.000223058	0.000237945	0.000209591
RNF8	9305	12410	11896	0.000323974	0.000209984	0.00020953
C19orf24	12721	11954	11897	0.000186242	0.000227222	0.000209494
SPATA6	9108	9891	11898	0.000335178	0.000315665	0.000209457
USF3	13152	12433	11899	0.000170325	0.00020901	0.000209434
KAT6B	8375	12702	11900	0.000379374	0.000199489	0.000209408
FAM134C	12390	12462	11901	0.000198213	0.000208227	0.000209272
CSRP3	1918	12945	11902	0.006578526	0.000190014	0.000209166
ZNF347	14484	12674	11903	0.000123781	0.000200432	0.000209148
TWF2	12965	12149	11904	0.000176511	0.000219571	0.000209124
POU5F1	10965	11831	11905	0.000251103	0.000231792	0.000209104
SRY	17002	6605	11906	2.73E-05	0.000614207	0.000209052
ZNF131	11484	12030	11907	0.000231137	0.000224232	0.000208956
TRMT61A	12762	11058	11908	0.000184904	0.000262451	0.000208857
GLRX	12700	11834	11909	0.000187028	0.000231642	0.000208826
SLC14A1	17155	17049	11910	2.31E-05	3.90E-05	0.000208814
SNX21	9736	12567	11911	0.000303068	0.000204359	0.000208801
SETDB1	11137	12511	11912	0.00024415	0.000206566	0.000208768
ZNF599	10642	13204	11913	0.000264288	0.000180382	0.000208725
JKAMP	11083	12172	11914	0.000246436	0.000218816	0.000208658
NPEPL1	11171	13642	11915	0.000243218	0.00016427	0.000208649
CTSA	13900	12279	11916	0.000144805	0.00021474	0.000208618
GGN	10852	13888	11917	0.000256073	0.000155808	0.000208613
THOC1	11145	14194	11918	0.000244053	0.00014545	0.000208591
POLR3A	12064	12168	11919	0.000209158	0.000218965	0.000208581
PEX3	12295	12019	11920	0.000201536	0.000224655	0.00020857
TYW1	12425	12432	11921	0.000197098	0.000209013	0.000208551
ST6GALNAC4	9129	13281	11922	0.00033378	0.000177451	0.000208536
FMO6P	18809	13435	11923	0	0.000171762	0.000208471
BCCIP	11746	12209	11924	0.00022154	0.000217282	0.000208465
FAP	15841	15560	11925	6.76E-05	9.48E-05	0.000208463
CAAP1	12450	12304	11926	0.000196325	0.000213767	0.000208448
TBCB	11514	12213	11927	0.000230193	0.000217084	0.000208437
THBS3	14727	13610	11928	0.000114478	0.000165385	0.000208419
DMBT1	7233	11401	11929	0.000473436	0.000249058	0.000208345
SGK2	15115	11542	11930	9.97E-05	0.000243449	0.000208313
TDG	11897	12233	11931	0.000215772	0.00021649	0.00020827
AEBP2	12205	11574	11932	0.000204825	0.000242111	0.000208153
C12orf66	11410	13142	11933	0.0002346	0.000182414	0.00020813
EIF3J	12193	12554	11934	0.000205147	0.000205043	0.000208101
ANKRD12	11727	12684	11935	0.000222164	0.000200176	0.000208076
THAP12	11740	12535	11936	0.000221781	0.000205644	0.000207913
CASP8AP2	11454	12726	11937	0.000232616	0.000198771	0.000207893
SRSF2	11392	11878	11938	0.000235413	0.000229884	0.000207879
RCL1	8915	11885	11939	0.000344709	0.000229636	0.000207826
TRIM68	12389	12243	11940	0.000198243	0.000216081	0.000207776
ERLIN1	14272	12106	11941	0.000131811	0.000221076	0.000207755
ZNF283	12471	13709	11942	0.000195869	0.000161786	0.000207746
LINC01521	9159	12261	11943	0.000332593	0.000215351	0.000207725
EDC4	12434	12090	11944	0.000196691	0.000221676	0.000207717
TMED7	12094	11917	11945	0.000208383	0.000228556	0.000207712
CST2	16603	7127	11946	3.89E-05	0.00053024	0.000207684
NT5C3A	10770	12609	11947	0.000259125	0.000202675	0.000207664
BLOC1S6	11837	12197	11948	0.000218415	0.000217705	0.000207646
FOPNL	11639	12114	11949	0.000225362	0.000220894	0.000207563
MRPS34	11759	12469	11950	0.000221174	0.000208001	0.000207548
CDC14A	9871	12266	11951	0.000296513	0.000215234	0.000207485
DCPS	10406	11644	11952	0.000273645	0.000239131	0.000207462
PEX6	11564	12234	11953	0.000228341	0.000216442	0.000207394
CATSPERB	12949	8256	11954	0.000177271	0.000413704	0.000207341
MROH8	8652	13309	11955	0.000360247	0.000176335	0.000207286
CLRN1	18601	4858	11956	0	0.001173963	0.000207211
ZSCAN20	13170	11866	11957	0.000169717	0.000230525	0.000207173
GATAD1	11930	12294	11958	0.000213963	0.000214204	0.00020709
INTS2	11341	11398	11959	0.00023716	0.000249181	0.000207079
UROD	11529	12661	11960	0.000229728	0.000200788	0.000207069
C18orf25	10446	11768	11961	0.000271928	0.000233872	0.000207026
YLPM1	11717	12257	11962	0.000222352	0.000215617	0.000207023
SMG7	13349	12995	11963	0.000163986	0.000188016	0.000207012
GLTSCR1L	10037	12470	11964	0.000289551	0.000207995	0.000206999
GPR19	5934	8915	11965	0.000675494	0.000370106	0.000206975
LMF2	13097	12400	11966	0.00017239	0.000210289	0.000206855
GCC1	13363	12440	11967	0.000163669	0.000208886	0.00020672
STK38L	9902	12363	11968	0.00029529	0.00021134	0.000206683
UCKL1	10813	12273	11969	0.000257467	0.00021497	0.000206677
PHYHD1	12020	12407	11970	0.000210969	0.000210068	0.000206649
RETSAT	13005	12756	11971	0.000175257	0.000197303	0.000206638
ANKRD13D	11818	12399	11972	0.000219122	0.000210331	0.000206586
DPP9	13953	11850	11973	0.000142939	0.000230932	0.00020656
ZNF324	11240	12299	11974	0.000240902	0.000213998	0.000206531
C6orf52	9498	9059	11975	0.000314541	0.000361167	0.000206521
DCTN5	12521	11897	11976	0.000193602	0.000229104	0.000206502
FEM1B	11919	12371	11977	0.000214614	0.000211154	0.00020636
NEU3	14395	10827	11978	0.000127405	0.000272342	0.000206314
ISPD	6291	10120	11979	0.000608766	0.000304125	0.000206305
