gene	DS	TRIAGE_RANK
10696	MIR641	5.67e-05	15919
10697	MIR646HG	0	19405
10698	MIR653	0	19406
10699	MIR659	0	19407
10700	MIR661	0	19408
10701	MIR663AHG	0	19409
10702	MIR670HG	0.174092975	102
10703	MIR6728	0	19410
10704	MIR6739	0	19411
10705	MIR6746	0.000106674	14697
10706	MIR6768	2.66e-05	16796
10707	MIR6775	7.94e-05	15367
10708	MIR6797	2.41e-05	16873
10709	MIR6801	1.56e-05	17195
10710	MIR6820	1.21e-06	17785
10711	MIR6835	3.92e-05	16380
10712	MIR6859-1	1.86e-05	17090
10713	MIR6864	0	19412
10714	MIR7-3HG	0	19413
10715	MIR708	0	19414
10716	MIR7111	0.000109505	14612
10717	MIR744	1.65e-05	17160
10718	MIR7515HG	0	19415
10719	MIR760	3.88e-05	16395
10720	MIR762HG	7.72e-05	15404
10721	MIR7845	0.000237922	11035
10722	MIR7851	0	19416
10723	MIR8055	2.3e-05	16912
10724	MIR8058	0	19417
10725	MIR8075	2.17e-05	16958
10726	MIR8082	8.48e-05	15220
10727	MIR9-3HG	0.029806686	680
10728	MIR921	0	19418
10729	MIR924	0	19419
10730	MIR92B	6.07e-06	17593
10731	MIR93	2.64e-05	16805
10732	MIR933	6.16e-05	15803
10733	MIR940	3.44e-05	16538
10734	MIR942	0	19420
10735	MIR98	3.35e-05	16563
10736	MIR99AHG	0.000633099	6017
10737	MIRLET7BHG	0.000122714	14260
10738	MIRLET7D	3e-05	16680
10739	MIRLET7DHG	0	19421
10740	MIRLET7F1	4.49e-05	16201
10741	MIRLET7G	0	19422
10742	MIRLET7I	3.97e-05	16360
10743	MIS12	0.000114625	14481
10744	MIS18A	0.00012123	14305
10745	MIS18BP1	0.000270043	10233
10746	MISP	3.36e-05	16559
10747	MITD1	0.000109172	14622
10748	MITF	0.008226582	1673
10749	MIXL1	0.001046383	4622
10750	MKI67	0.003616761	2560
10751	MKKS	0.000133814	13959
10752	MKL1	0.000383871	8056
10753	MKL2	0.000410929	7698
10754	MKLN1	0.007461985	1768
10755	MKLN1-AS	9.03e-05	15089
10756	MKNK1	0.00020188	11993
10757	MKNK1-AS1	0.017220896	1038
10758	MKNK2	0.000348178	8632
10759	MKRN1	0.000471832	7045
10760	MKRN2	0.001158224	4392
10761	MKRN2OS	6.14e-05	15812
10762	MKRN3	0	19423
10763	MKRN9P	0	19424
10764	MKS1	0.000792062	5342
10765	MKX	0.005646692	2036
10766	MLANA	4.12e-05	16323
10767	MLC1	0.006101822	1945
10768	MLEC	0.000253593	10642
10769	MLF1	0.001911811	3477
10770	MLF2	0.000251599	10707
10771	MLH1	0.000318604	9173
10772	MLH3	0.00017496	12775
10773	MLIP	0.000962751	4838
10774	MLKL	9.17e-06	17453
10775	MLLT1	0.000474105	7030
10776	MLLT10	0.004069333	2415
10777	MLLT11	0.000142397	13716
10778	MLLT3	0.002585832	3009
10779	MLLT6	0.005195942	2133
10780	MLN	0	19425
10781	MLNR	0.001334275	4116
10782	MLPH	0.001745	3631
10783	MLST8	0.000442258	7345
10784	MLX	0.000106293	14707
10785	MLXIP	0.000136383	13878
10786	MLXIPL	0.002991896	2806
10787	MLYCD	0.000310476	9338
10788	MMAA	8.06e-05	15335
10789	MMAB	0.001154393	4403
10790	MMACHC	0.000100656	14833
10791	MMADHC	0.000388071	7992
10792	MMD	0.00263664	2975
10793	MME	0.000629402	6039
10794	MMEL1	0.006719521	1849
10795	MMGT1	0.000340584	8756
10796	MMP1	1.73e-05	17137
10797	MMP10	2.5e-05	16845
10798	MMP11	0.000844902	5147
10799	MMP12	0	19426
10800	MMP13	0	19427
10801	MMP14	0.002097404	3315
10802	MMP15	0.001917248	3473
10803	MMP16	0.000391201	7952
10804	MMP17	0.001815647	3560
10805	MMP19	8.06e-06	17506
10806	MMP2	0.015248346	1127
10807	MMP20	0	19428
10808	MMP21	1.86e-05	17091
10809	MMP23A	0	19429
10810	MMP23B	0.000343112	8721
10811	MMP24	0.00115828	4391
10812	MMP24-AS1	5.64e-05	15926
10813	MMP25	0.005120679	2151
10814	MMP25-AS1	0.000298202	9609
10815	MMP28	0.006307894	1920
10816	MMP3	1.91e-05	17070
10817	MMP8	0	19430
10818	MMP9	0.016612882	1066
10819	MMRN1	9.29e-05	15022
10820	MMRN2	0.000356966	8490
10821	MMS19	0.000609833	6131
10822	MMS22L	0.000155016	13353
10823	MN1	0.035564847	578
10824	MNAT1	0.00122607	4275
10825	MND1	0.000479466	6978
10826	MNS1	9.18e-05	15053
10827	MNT	4.54e-05	16189
10828	MNX1	0.144042889	133
10829	MOAP1	0.000180107	12632
10830	MOB1A	0.000272087	10173
10831	MOB1B	0.000252658	10669
10832	MOB2	0.000231164	11231
10833	MOB3A	0.000137191	13849
10834	MOB3B	0.000483604	6952
10835	MOB3C	0.000287079	9842
10836	MOB4	0.000194519	12212
10837	MOBP	0.000130085	14075
10838	MOCOS	0.001108283	4486
10839	MOCS1	0.000830988	5201
10840	MOCS2	0.00020347	11953
10841	MOCS3	7.22e-05	15528
10842	MOG	0.001880542	3498
10843	MOGAT1	0	19431
10844	MOGAT2	0.000392679	7927
10845	MOGAT3	0.000370157	8265
10846	MOGS	0.00012071	14326
10847	MOK	0.000497291	6860
10848	MON1A	0.000272239	10168
10849	MON1B	0.000201778	11995
10850	MON2	0.000219627	11512
10851	MORC1	3.65e-05	16472
10852	MORC2	0.000201738	11997
10853	MORC2-AS1	1.56e-05	17196
10854	MORC3	0.000253274	10654
10855	MORC4	0.003183777	2711
10856	MORF4L1	0.000330122	8960
10857	MORF4L2	0.010203047	1481
10858	MORF4L2-AS1	0.000761256	5461
10859	MORN1	0.011124961	1410
10860	MORN2	0.000127152	14150
10861	MORN3	8.62e-05	15188
10862	MORN4	0.000232819	11190
10863	MORN5	0.007269511	1794
10864	MOSPD1	0.002261571	3212
10865	MOSPD2	0.000761586	5459
10866	MOSPD3	0.000167677	12978
10867	MOV10	0.000725111	5601
10868	MOV10L1	0.000416477	7637
10869	MOXD1	0.002085107	3326
10870	MOXD2P	0	19432
10871	MPC1	0.000331589	8930
10872	MPC2	0.000204155	11927
10873	MPDU1	0.000105633	14728
10874	MPDZ	0.000829122	5203
10875	MPEG1	0	19433
10876	MPG	0.000339945	8773
10877	MPHOSPH10	0.000146482	13598
10878	MPHOSPH6	0.004216987	2372
10879	MPHOSPH8	0.000184356	12504
10880	MPHOSPH9	0.000281652	9960
10881	MPI	0.00018416	12509
10882	MPL	6.65e-05	15687
10883	MPLKIP	0.000241739	10945
10884	MPND	0.00010705	14685
10885	MPO	0.000320262	9142
10886	MPP1	0.001721988	3654
10887	MPP2	0.046087874	460
10888	MPP3	0.000413629	7663
10889	MPP4	2.15e-05	16963
10890	MPP5	0.000453263	7236
10891	MPP6	0.001817654	3558
10892	MPP7	0.001631139	3741
10893	MPPE1	0.000131664	14024
10894	MPPED1	0.007962036	1699
10895	MPPED2	0.012781227	1269
10896	MPRIP	0.000417064	7629
10897	MPST	0.000545952	6522
10898	MPV17	0.00043197	7457
10899	MPV17L	4.32e-05	16272
10900	MPV17L2	0.000183042	12560
10901	MPZ	0.000104967	14742
10902	MPZL1	0.000808315	5283
10903	MPZL2	0.010457594	1461
10904	MPZL3	0.001648001	3724
10905	MR1	1.19e-05	17339
10906	MRAP	8.34e-06	17493
10907	MRAP2	0.003726069	2518
10908	MRAS	0.005047443	2169
10909	MRC1	9.13e-07	17796
10910	MRC2	0.001240793	4253
10911	MRE11A	0.000145279	13639
10912	MREG	0.000174673	12786
10913	MRFAP1	0.000228559	11293
10914	MRFAP1L1	0.000568469	6368
10915	MRGBP	0.000329874	8965
10916	MRGPRF	0.004185281	2381
10917	MRGPRF-AS1	0.000596358	6214
10918	MRGPRG-AS1	0	19434
10919	MRGPRX1	4.7e-05	16154
10920	MRI1	0.000153954	13391
10921	MRLN	0	19435
10922	MRM1	0.00011979	14343
10923	MRM2	0.000119603	14345
10924	MRM3	0.000107181	14680
10925	MRO	6.64e-05	15689
10926	MROH1	0.000384477	8049
10927	MROH2A	0.000106817	14690
10928	MROH2B	7.85e-06	17518
10929	MROH5	0.002943443	2832
10930	MROH6	0.000313166	9288
10931	MROH7	0.000735964	5557
10932	MROH8	0.000406918	7748
10933	MROH9	0	19436
10934	MRPL1	0.000259367	10502
10935	MRPL10	0.000291587	9751
10936	MRPL11	0.000285912	9859
10937	MRPL12	0.000170674	12894
10938	MRPL13	0.000285335	9871
10939	MRPL14	0.000450527	7268
10940	MRPL15	0.000292462	9730
10941	MRPL16	0.000622311	6073
10942	MRPL17	0.000241209	10953
10943	MRPL18	0.000183116	12558
10944	MRPL19	0.00021897	11531
10945	MRPL2	0.000156884	13301
10946	MRPL20	0.000216545	11591
10947	MRPL21	0.000346055	8662
10948	MRPL22	0.000167444	12981
10949	MRPL23	0.000879865	5045
10950	MRPL23-AS1	0.002337802	3161
10951	MRPL24	0.000107951	14658
10952	MRPL27	0.00016672	13004
10953	MRPL28	0.000354576	8526
10954	MRPL3	0.001132784	4445
10955	MRPL30	0.000172271	12846
10956	MRPL32	0.000232651	11195
10957	MRPL33	0.000660576	5874
10958	MRPL34	0.000130145	14072
10959	MRPL35	0.000209342	11791
10960	MRPL36	0.000122353	14278
10961	MRPL37	0.000307382	9402
10962	MRPL38	3.65e-05	16473
10963	MRPL39	0.000284272	9892
10964	MRPL4	0.000230302	11254
10965	MRPL40	0.000203686	11945
10966	MRPL41	0.000147755	13559
10967	MRPL42	0.000219924	11503
10968	MRPL43	0.00016404	13091
10969	MRPL44	0.000199468	12068
10970	MRPL45	0.000144647	13660
10971	MRPL46	0.000141331	13734
10972	MRPL47	0.00022616	11361
10973	MRPL48	0.000316777	9204
10974	MRPL49	0.000131157	14043
10975	MRPL50	0.000115955	14446
10976	MRPL51	0.000178791	12661
10977	MRPL52	0.000443769	7330
10978	MRPL53	2.61e-05	16809
10979	MRPL54	0.000115489	14459
10980	MRPL55	0.000259889	10487
10981	MRPL57	0.000136706	13867
10982	MRPL58	0.000214752	11644
10983	MRPL9	0.000101082	14821
10984	MRPS10	0.000175082	12771
10985	MRPS11	0.000238412	11022
10986	MRPS12	0.000108984	14630
10987	MRPS14	0.000250655	10727
10988	MRPS15	0.000244589	10874
10989	MRPS16	0.0001588	13234
10990	MRPS17	9.74e-05	14914
10991	MRPS18A	0.001348506	4095
10992	MRPS18B	0.000246229	10824
10993	MRPS18C	4.19e-05	16303
10994	MRPS2	0.0004836	6953
10995	MRPS21	0.000546518	6515
10996	MRPS22	0.00121037	4301
10997	MRPS23	0.000153423	13408
10998	MRPS24	2.82e-05	16751
10999	MRPS25	0.00026829	10279
11000	MRPS26	0.000212008	11725
11001	MRPS27	0.00045154	7255
11002	MRPS28	0.000233644	11159
11003	MRPS30	0.00013096	14048
11004	MRPS31	0.000235038	11118
11005	MRPS31P5	3e-05	16681
11006	MRPS33	0.000771444	5416
11007	MRPS34	0.000226983	11330
11008	MRPS35	0.000592139	6233
11009	MRPS36	0.000163715	13098
11010	MRPS5	0.000881869	5034
11011	MRPS6	0.000600735	6188
11012	MRPS7	0.000187706	12401
11013	MRPS9	0.000335457	8857
11014	MRRF	0.000339228	8784
11015	MRS2	0.000890063	5008
11016	MRTO4	0.00016525	13054
11017	MRVI1	0.000975374	4800
11018	MRVI1-AS1	0	19437
11019	MS4A1	0	19438
11020	MS4A10	0	19439
11021	MS4A12	0	19440
11022	MS4A14	0	19441
11023	MS4A15	0	19442
11024	MS4A18	0	19443
11025	MS4A2	0	19444
11026	MS4A3	0	19445
11027	MS4A4A	0	19446
11028	MS4A6A	1.32e-05	17289
11029	MS4A7	5.07e-05	16053
11030	MS4A8	0.000152417	13432
11031	MSANTD1	0.000154812	13359
11032	MSANTD2	0.000235041	11117
11033	MSANTD3	0.000416302	7639
11034	MSANTD4	0.000356744	8492
11035	MSC	0	19447
11036	MSGN1	0	19448
11037	MSH2	0.000359943	8438
11038	MSH3	0.000343622	8709
11039	MSH4	5.85e-05	15877
11040	MSH5	4.64e-05	16163
11041	MSH6	0.000271212	10194
11042	MSI1	0.064892929	344
11043	MSI2	0.002420401	3112
11044	MSL1	0.000275927	10094
11045	MSL2	0.00018613	12453
11046	MSL3	0.004510707	2298
11047	MSL3P1	9.31e-05	15017
11048	MSLN	0.000755076	5482
11049	MSMO1	0.000290449	9771
11050	MSN	0.005036525	2174
11051	MSR1	4.33e-06	17660
11052	MSRA	0.000975793	4797
11053	MSRB1	0.000206701	11856
11054	MSRB2	0.000404961	7773
11055	MSRB3	0.018457196	1000
11056	MSS51	7.19e-05	15534
11057	MST1	0.000493419	6890
11058	MST1L	0.000214754	11643
11059	MST1P2	0.00129699	4165
11060	MST1R	5.83e-05	15879
11061	MSTN	4.39e-06	17656
11062	MSTO1	7.18e-05	15538
11063	MSTO2P	7.04e-05	15572
11064	MSX1	0.672189135	14
11065	MSX2	0.821158717	10
11066	MSX2P1	0.013605022	1226
11067	MT1A	0	19449
11068	MT1E	0.009922943	1511
11069	MT1F	0.014794392	1147
11070	MT1G	0.025531827	761
11071	MT1H	0	19450
11072	MT1JP	0	19451
11073	MT1L	0	19452
11074	MT1M	0	19453
11075	MT1X	0.006900001	1833
11076	MT2A	0	19454
11077	MT3	0.004791355	2229
11078	MTA1	0.000554716	6458
11079	MTA2	0.000371173	8242
11080	MTA3	0.002948641	2830
11081	MTAP	0.008845349	1616
11082	MTBP	0.000130029	14079
11083	MTCH1	0.000817533	5246
11084	MTCH2	0.000396602	7881
11085	MTCL1	0.001084938	4533
11086	MTCP1	2.79e-05	16767
11087	MTDH	0.000360663	8427
11088	MTERF1	0.000112099	14545
11089	MTERF2	0.00024929	10763
11090	MTERF3	0.000135415	13909
11091	MTERF4	0.000189078	12361
11092	MTF1	6.59e-05	15702
11093	MTF2	0.000265358	10347
11094	MTFMT	0.00047296	7038
11095	MTFP1	7.65e-05	15419
11096	MTFR1	0.000544793	6524
11097	MTFR1L	0.000357547	8476
11098	MTFR2	8.81e-05	15140
11099	MTG1	0.00012995	14080
11100	MTG2	0.000148843	13528
11101	MTHFD1	0.000241749	10944
11102	MTHFD1L	0.000715217	5633
11103	MTHFD2	0.000271462	10189
11104	MTHFD2L	0.00059783	6205
11105	MTHFD2P1	0	19455
11106	MTHFR	0.000228672	11286
11107	MTHFS	9.46e-05	14986
11108	MTHFSD	0.023887114	804
11109	MTIF2	0.000194203	12222
11110	MTIF3	0.000426638	7514
11111	MTM1	0.001508821	3901
11112	MTMR1	0.001587769	3790
11113	MTMR10	0.000153745	13400
11114	MTMR11	8.9e-05	15120
11115	MTMR12	0.000238274	11025
11116	MTMR14	0.000334311	8877
11117	MTMR2	0.000395842	7892
11118	MTMR3	0.00011279	14528
11119	MTMR4	0.000252655	10670
11120	MTMR6	0.000656437	5900
11121	MTMR7	0.000896845	4993
11122	MTMR8	0.000280054	9989
11123	MTMR9	0.048447802	444
11124	MTMR9LP	0.000191752	12289
11125	MTNR1A	0	19456
11126	MTNR1B	0	19457
11127	MTO1	0.000131615	14029
11128	MTOR	0.000457017	7195
11129	MTOR-AS1	5.6e-06	17613
11130	MTPAP	0.000296302	9645
11131	MTPN	0.000592011	6236
11132	MTR	0.000977408	4791
11133	MTRF1	0.000166413	13013
11134	MTRF1L	6.61e-05	15698
11135	MTRNR2L1	0.001904866	3481
11136	MTRNR2L10	0.000750897	5500
11137	MTRNR2L2	7.65e-05	15420
11138	MTRNR2L3	3.54e-05	16508
11139	MTRNR2L4	5.75e-05	15900
11140	MTRNR2L6	0.000399578	7842
11141	MTRNR2L8	0.000140628	13753
11142	MTRNR2L9	8.47e-05	15224
11143	MTRR	0.000196398	12154
11144	MTSS1	0.016117075	1091
11145	MTSS1L	0.000389646	7970
11146	MTTP	0.001874451	3504
11147	MTURN	0.000756972	5476
11148	MTUS1	0.004382277	2324
11149	MTUS2	0.049820631	432
11150	MTUS2-AS1	0.000267796	10289
11151	MTX1	8.91e-05	15118
11152	MTX2	0.002425715	3110
11153	MTX3	0.000206983	11853
11154	MUC1	3.97e-05	16361
11155	MUC12	0.000126079	14186
11156	MUC13	2.01e-05	17024
11157	MUC15	2.71e-05	16787
11158	MUC16	0.000851951	5122
11159	MUC17	0.006957085	1827
11160	MUC19	0.000261797	10451
11161	MUC2	0.000286768	9850
11162	MUC20	0.000137608	13833
11163	MUC21	0.000109131	14624
11164	MUC22	0.00028748	9832
11165	MUC3A	0.000108331	14645
11166	MUC4	0.003015696	2795
11167	MUC5AC	0.00049276	6898
11168	MUC5B	0.000836812	5177
11169	MUC6	0.001610574	3763
11170	MUC7	0	19458
11171	MUCL1	5.76e-05	15898
11172	MUL1	0.011516473	1375
11173	MUM1	0.000849337	5130
11174	MUM1L1	0.003010844	2796
11175	MURC	7.49e-05	15449
11176	MUS81	0.000167049	12997
11177	MUSK	1.44e-05	17242
11178	MUSTN1	0	19459
11179	MUT	0.000172599	12840
11180	MUTYH	0.000136833	13861
11181	MVB12A	0.001033835	4650
11182	MVB12B	0.012355578	1308
11183	MVD	0.000833191	5191
11184	MVK	0.000801835	5309
11185	MVP	0.000176964	12717
11186	MX1	0	19460
11187	MX2	0.000109316	14616
11188	MXD1	0.000125029	14213
11189	MXD3	0.000222598	11433
11190	MXD4	0.000376459	8164
11191	MXI1	0.039189875	531
11192	MXRA5	0.000270798	10205
11193	MXRA7	0.00074238	5528
11194	MXRA8	0.00404899	2422
11195	MYADM	0.000555472	6450
11196	MYADML	0	19461
11197	MYADML2	0.002499939	3063
11198	MYB	0.000144952	13647
11199	MYBBP1A	0.000541466	6549
11200	MYBL1	0.000184343	12505
11201	MYBL2	0.003432675	2625
11202	MYBPC1	3.21e-05	16613
11203	MYBPC2	0.002525828	3047
11204	MYBPC3	0.003333907	2652
11205	MYBPH	0.001452505	3960
11206	MYBPHL	0.000175169	12770
11207	MYC	0.000260336	10481
11208	MYCBP	0.000114269	14492
11209	MYCBP2	0.000347589	8640
11210	MYCBP2-AS1	1.3e-06	17781
11211	MYCBPAP	0.000343908	8703
11212	MYCL	0.008321263	1663
11213	MYCN	0.004799151	2228
11214	MYCNOS	0.001133094	4444
11215	MYCNUT	0	19462
11216	MYCT1	7.05e-05	15571
11217	MYD88	0.000114507	14486
11218	MYDGF	0.000172748	12832
11219	MYEF2	0.001038693	4638
11220	MYEOV	7.64e-05	15424
11221	MYF5	0	19463
11222	MYF6	0.000833995	5188
11223	MYH1	0	19464
11224	MYH10	0.03604363	570
11225	MYH11	0.016137158	1088
11226	MYH13	0.000163322	13107
11227	MYH14	0.009080988	1590
11228	MYH15	8.84e-05	15130
11229	MYH16	5.98e-05	15842
11230	MYH2	8.26e-06	17500
11231	MYH3	0.000130189	14070
11232	MYH4	0.000116704	14422
11233	MYH6	0.116370014	179
11234	MYH7	0.026360448	745
11235	MYH7B	0.001938324	3458
11236	MYH8	2.87e-05	16734
11237	MYH9	0.000445225	7315
11238	MYL1	2.58e-05	16816
11239	MYL10	0	19465
11240	MYL12A	0.000242812	10928
11241	MYL12B	0.000265166	10353
11242	MYL2	0.004693971	2244
11243	MYL3	0.032139422	634
11244	MYL4	0.003287401	2666
11245	MYL5	0.000473787	7031
11246	MYL6	0.000377333	8144
11247	MYL6B	0.000141103	13742
11248	MYL7	0.002479585	3081
11249	MYL9	0.000883978	5028
11250	MYLIP	0.001810995	3567
11251	MYLK	0.001191528	4329
11252	MYLK-AS1	0.000303308	9490
11253	MYLK2	0.000145825	13623
11254	MYLK3	0.001998582	3403
11255	MYLK4	8.98e-05	15103
11256	MYLPF	1.47e-05	17228
11257	MYNN	8.77e-05	15152
11258	MYO10	0.00205445	3357
11259	MYO15A	0.000463152	7131
11260	MYO15B	0.00056104	6412
11261	MYO16	0.00030081	9554
11262	MYO18A	0.003395319	2635
11263	MYO18B	0.116747921	178
11264	MYO19	0.000183866	12527
11265	MYO1A	0.000670667	5828
11266	MYO1B	0.001244286	4246
11267	MYO1C	0.001669798	3704
11268	MYO1D	0.003079733	2760
11269	MYO1E	0.001533325	3865
11270	MYO1F	0.000257192	10558
11271	MYO1G	0.000130557	14061
11272	MYO1H	0.000701667	5685
11273	MYO3A	0.002399651	3123
11274	MYO3B	0.001179978	4346
11275	MYO5A	0.001627055	3746
11276	MYO5B	0.140368785	135
11277	MYO5C	0.000377163	8148
11278	MYO6	0.006200176	1934
11279	MYO7A	0.001661752	3708
11280	MYO7B	0.000326477	9024
11281	MYO9A	0.000455558	7215
11282	MYO9B	0.00028104	9971
11283	MYOC	0	19466
11284	MYOCD	0.016253352	1084
11285	MYOF	0.002581853	3013
11286	MYOM1	0.001716597	3660
11287	MYOM2	0.060095086	361
11288	MYOM3	0.002425902	3109
11289	MYOT	0	19467
11290	MYOZ1	0.000526885	6637
11291	MYOZ2	0.001007042	4710
11292	MYOZ3	0.000696905	5704
11293	MYPN	0.002013446	3390
11294	MYPOP	0.000224172	11398
11295	MYRF	0.007794422	1724
11296	MYRFL	0.000363535	8379
11297	MYRIP	0.002372649	3139
11298	MYSM1	0.000144959	13645
11299	MYT1	0.004193225	2378
11300	MYT1L	0.004979455	2183
11301	MYZAP	0.022058216	872
11302	MZB1	0.000121306	14303
11303	MZF1	0.000493417	6891
11304	MZT1	0.000167409	12986
11305	MZT2A	0.00025921	10505
11306	MZT2B	0.000226187	11360
11307	N4BP1	0.000251956	10696
11308	N4BP2	0.000306659	9417
11309	N4BP2L1	0.000150794	13476
11310	N4BP2L2	0.000672011	5820
11311	N4BP2L2-IT2	1.81e-05	17107
11312	N4BP3	0.002839936	2874
11313	N6AMT1	0.000325761	9036
11314	NAA10	0.000818207	5244
11315	NAA11	2.47e-05	16856
11316	NAA15	0.000209794	11780
11317	NAA16	0.000157162	13290
11318	NAA20	0.000191455	12297
11319	NAA25	0.000234478	11140
11320	NAA30	0.000296144	9653
11321	NAA35	0.000319918	9147
11322	NAA38	0.000521782	6681
11323	NAA40	0.000205868	11872
11324	NAA50	0.000203335	11956
11325	NAA60	0.000342092	8737
11326	NAAA	0.000203613	11948
11327	NAALAD2	0.001178839	4349
11328	NAALADL1	0.000108025	14657
11329	NAALADL2	5.75e-05	15901
11330	NAB1	0.000435194	7425
11331	NAB2	0.00020719	11848
11332	NABP1	0.00012971	14085
11333	NABP2	0.000101151	14818
11334	NACA	0.000335887	8850
11335	NACA2	0.00101722	4685
11336	NACAD	6.82e-05	15631
11337	NACAP1	9.43e-05	14993
11338	NACC1	0.000257351	10552
11339	NACC2	0.001164197	4380
11340	NADK	0.000290845	9768
11341	NADK2	0.000318539	9174
11342	NADSYN1	0.000285666	9865
11343	NAE1	0.00080295	5305
11344	NAF1	0.000297866	9615
11345	NAGA	0.000289379	9796
11346	NAGK	0.0007618	5456
11347	NAGLU	0.000219719	11509
11348	NAGPA	0.000105576	14730
11349	NAGS	0.001473199	3940
11350	NAIF1	9.01e-05	15098
11351	NAIP	1.28e-05	17308
11352	NALCN	0.000102754	14785
11353	NALCN-AS1	0	19468
11354	NALT1	0.000382177	8076
11355	NAMA	0.003651138	2548
11356	NAMPT	0.000264768	10366
11357	NANOG	0.000112586	14531
11358	NANOGNB	0	19469
11359	NANOS1	0.00028712	9840
11360	NANOS2	0	19470
11361	NANOS3	0.001017987	4684
11362	NANP	0.000114877	14474
11363	NANS	0.001226094	4274
11364	NAP1L1	0.001152752	4408
11365	NAP1L2	0.000325671	9038
11366	NAP1L3	0.000678217	5789
11367	NAP1L4	0.000494632	6879
11368	NAP1L5	4.9e-05	16101
11369	NAP1L6	5.89e-05	15863
11370	NAPA	0.000249488	10760
11371	NAPA-AS1	4.43e-05	16221
11372	NAPB	0.000281894	9950
11373	NAPEPLD	0.000184381	12502
11374	NAPG	0.000445052	7319
11375	NAPRT	0.000181281	12600
11376	NAPSA	0.000163438	13105
11377	NAPSB	0.000575965	6324
11378	NARF	0.000355778	8512
11379	NARFL	0.001244206	4247
11380	NARS	0.000330016	8961
11381	NARS2	0.000408109	7732
11382	NASP	0.000271445	10190
11383	NAT1	0.001366821	4063
11384	NAT10	0.000246502	10816
11385	NAT14	0.000458899	7172
11386	NAT16	0	19471
11387	NAT2	0	19472
11388	NAT6	0.000123436	14244
11389	NAT8	2.99e-05	16685
11390	NAT8B	0.000113266	14518
11391	NAT8L	0.05005394	429
11392	NAT9	0.000152619	13429
11393	NATD1	0.000490909	6912
11394	NAV1	0.003728386	2517
11395	NAV2	0.493364988	22
11396	NAV2-AS2	8.7e-05	15163
11397	NAV2-AS4	0	19473
11398	NAV2-AS5	0	19474
11399	NAV3	0.000311763	9313
11400	NAXD	0.000720771	5616
11401	NAXE	0.00020043	12037
11402	NBAS	0.001069077	4571
11403	NBAT1	1.29e-05	17302
11404	NBEA	0.031599366	643
11405	NBEAL1	0.000259855	10488
11406	NBEAL2	0.000345026	8677
11407	NBEAP1	0	19475
11408	NBL1	0.000340143	8768
11409	NBN	0.000219122	11527
11410	NBPF1	0.000685937	5757
11411	NBPF10	0.001052308	4608
11412	NBPF11	3.46e-07	17834
11413	NBPF12	1.57e-05	17187
11414	NBPF13P	0.000191925	12284
11415	NBPF14	5.96e-06	17600
11416	NBPF15	0.000270191	10227
11417	NBPF20	0.001542425	3850
11418	NBPF22P	0	19476
11419	NBPF25P	0.005646462	2037
11420	NBPF3	0.000905031	4970
11421	NBPF7	0	19477
11422	NBPF8	0.07055914	309
11423	NBPF9	0.015378972	1123
11424	NBR1	0.000316502	9209
11425	NBR2	8.82e-05	15134
11426	NCALD	0.003691549	2532
11427	NCAM1	0.129215444	154
11428	NCAM2	0.000120182	14333
11429	NCAN	0.00570855	2024
11430	NCAPD2	0.000335061	8861
11431	NCAPD3	0.000650733	5923
11432	NCAPG	0.000360967	8421
11433	NCAPG2	0.000223227	11415
11434	NCAPH	0.000407061	7744
11435	NCAPH2	0.000252379	10680
11436	NCBP1	0.000216195	11599
11437	NCBP2	0.000203055	11959
11438	NCBP2-AS2	0.000163914	13094
11439	NCBP3	0.000383124	8064
11440	NCCRP1	0.02988241	678
11441	NCDN	0.000208315	11816
11442	NCEH1	0.000315589	9225
11443	NCF1	0	19478
